title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Recruiting Technology Professionals for Australia's Leading ...,https://www.finite.com.au/,We are the award-winning technology recruitment provider; Helping businesses identify  attract  hire and retain technical talent within this digital world.,finite,"['23 , Angel Place, 123 Pitt Street, Sydney, NSW 2000 Australia', 'https://www.finite.com.au/terms/']","['info@finitegroup.co.nz', 'https://www.crunchbase.com/organization/finite-group']","['+64 9 300 3095', 'https://www.crunchbase.com/organization/finite-group']","['finite group', 'finite group managing director', 'team finite group', 'client service', 'finite it', 'finite it recruitment', 'new name clients', 'finite recruitment', 'large number finite', 'finite group general manager duncan thomson']","['Tracy Thomson', 'founder(s)', 'https://www.crunchbase.com/organization/finite-group']","[['RecruitingStaffing Agency'], 'https://www.crunchbase.com/organization/finite-group']","['2012', 'https://www.crunchbase.com/organization/finite-group']","['$288.12 million USD', 'https://www.dnb.com/business-directory/company-profiles.finite_group_apac_pty_ltd.b622d435870b1fccf098328171fa4d9d.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/finite-group']",None,"['Private', 'https://www.crunchbase.com/organization/finite-group']",0.625,0.375,0.75,0.0,0.4375
Construction Management Software | WeBuild,https://www.webuildcs.com/,Cloud-based construction management software built to help your construction teams manage projects more efficiently and reduce project risks.,webuildcs,"['629 590 763) of 271 Alfred Street N, North Sydney, NSW Australia', 'https://www.webuildcs.com/au/terms-and-conditions']","['info@buildxact.com.au', 'https://www.crunchbase.com/organization/buildxact']","['1300 72 40 45', 'https://www.webuildcs.com/contact-us']","['construction project management', 'project development projects', 'construction project managers', 'large construction projects', 'major construction projects', 'big construction projects', 'rigorous construction project management', 'most construction projects', 'project information', 'project management software']","['John Allison', 'founder(s)', 'https://www.crunchbase.com/organization/buildxact']","[['Project ManagementSoftware'], 'https://www.crunchbase.com/organization/buildxact']","['Jan 1, 2007', 'https://www.crunchbase.com/organization/buildxact']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/buildxact']",None,"['Private', 'https://www.crunchbase.com/organization/buildxact']",0.25,0.25,0.0,0.0,0.125
Sun Connect: Commercial Solar Power Solutions,https://sunconnect.com.au/,Sun Connect is one of Australia’s leading solar companies in renewable energy solutions and provide commercial solar powered solutions.,sunconnect,"['732 216  Melbourne Office 117 Ferrars Street, South Melbourne, VIC 3205', 'https://sunconnect.com.au/']","['info@solairelifestyle.com.au', 'https://www.crunchbase.com/organization/solaire-connect']","['1800 732 216', 'https://sunconnect.com.au/']","['solar power system', 'solar power installations', 'sun connect', 'solar components', 'solar panels', 'sun connect supplies', 'stewardship sun connect', 'solar suppliers', 'inexperienced solar buyers', 'a high quality commercial grade solar system']","[['John Plumb ', 'Head of IT Project Delivery_SunRice'], 'from linkedin search google']","[['EnergySolar'], 'https://www.crunchbase.com/organization/solaire-connect']","['2008', 'https://www.crunchbase.com/organization/solaire-connect']",None,None,"[' Perth, Western Australia, Australia', 'https://www.crunchbase.com/organization/solaire-connect']",None,"['Private', 'https://www.crunchbase.com/organization/solaire-connect']",0.25,0.25,0.0,0.0,0.125
GALAXY 42 | Consultants who integrate the TechnologyOne ...,https://www.galaxy42.com.au/,Galaxy 42 is a national consulting business that specialises in providing services to implement  enhance  support and integrate the TechnologyOne application suite.,galaxy42,"['17 %2F40MountSt,NorthSydney NSW 2060', 'https://www.galaxy42.com.au/contact/']","['info@galaxy42.com.au', 'https://www.galaxy42.com.au/']","['1300 517 142', 'https://www.galaxy42.com.au/']","['business solutions', 'business process automation solutions', 'principal consultant galaxy', 'business consultants', 'business consultant galaxy', 'many outstanding business solutions', 'business processes', 'business consultant enterprise budgeting', 'icp principal consultant galaxy', 'users personal identification information']","[['Matthew Johnston ', 'General Manager_NSW ...'], 'from linkedin search google']","['IT - Software, Construction', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Home - Lion Corporate,https://lionco.com/,Lion is a global beverage company with a portfolio of brands in beer  cider  wine  spirits  seltzers  and non-alcoholic drinks.,lionco,"['L 7 68 York St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.lion_pty_ltd.ab09687f46a4cd4be2c359d3a2ad9201.html']","['info@slingshotters.com', 'https://www.crunchbase.com/organization/lion-unleashed']","['+64 21 024 03301', 'https://lionco.com/contact-us/news-media-contacts/']",None,"[['Ian Roberts ', 'Group Supply Chain & Technical Director_Lion ...'], 'None']","['Mining, oil and gas, Agriculture', 'from_classification_model']",None,"['$2.73 billion USD', 'https://www.dnb.com/business-directory/company-profiles.lion_pty_ltd.ab09687f46a4cd4be2c359d3a2ad9201.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/lion-unleashed']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.lion_pty_ltd.ab09687f46a4cd4be2c359d3a2ad9201.html']",0.75,0.25,0.75,0.0,0.4375
Precious Cargo Movers: PRE AND POST MOVING CLEANING,https://preciouscargomovers.com/,,preciouscargomovers,None,"['preciouscargoatl@gmail.com', 'https://preciouscargomovers.com/contact/']",None,"['packing services', 'packing supplies', 'move day', 'move', 'small move', 'cargo movers', 'service', 'last minute move', 'other services', 'packing']",None,"['Transport, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Aeroqual,https://www.aeroqual.com/,Aeroqual designs and delivers integrated sensors and software for real-time air quality monitoring.,aeroqual,"['2021 Contact Us  Aeroqual Limited 460 Rosebank Road Avondale Auckland 1026 New Zealand', 'https://www.aeroqual.com']","['ying.lee@aeroqual.com', 'https://www.aeroqual.com/china/contact']","['+64 9 623 3013', 'https://www.aeroqual.com']","['air quality sensors', 'sensor based air quality monitors', 'air sensors', 'air sensor technologies', 'air quality monitoring systems', 'air quality monitoring software', 'low cost air quality sensor future', 'indoor air quality monitoring', 'indoor air quality monitors', 'low cost air sensors']","['Geoff Henshaw', 'founder(s)', 'https://www.crunchbase.com/organization/aeroqual']","[['AppsInformation TechnologyRenewable Energy'], 'https://www.crunchbase.com/organization/aeroqual']","['2001', 'https://www.crunchbase.com/organization/aeroqual']","['$4.68 million USD', 'https://www.dnb.com/business-directory/company-profiles.aeroqual_limited.aa981869d290e03cad84e36d4e184de9.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/aeroqual']",None,"['Private', 'https://www.crunchbase.com/organization/aeroqual']",1.0,0.25,0.25,0.0,0.375
SeekVisa,https://www.seekvisa.com.au/,We are Registered Migration Agents and Immigration Lawyers based in Melbourne specialising in ENS 186 visa  RSMS 187 visa   TSS 482 Visa  Partner Visa  Business and Investment Visas  Employer Sponsored Visas  Visa Refusals and Appeals. As registered migration agents we provide professional visa and migration services.,seekvisa,"['PO Box 307 Deakin West ACT 2600 Australia', 'https://www.seekvisa.com.au/skills-assessment-and-assessing-authorities/']","['admin@seekvisa.com.au', 'https://www.crunchbase.com/organization/seekvisa']","['+61 (03) 9521 7577', 'https://www.seekvisa.com.au/contact/']","['australia visa options', 'australian visa applications', 'visa applications', 'visa requirement', 'skilled migration visa applicants', 'employer visas', 'work visa', 'permanent visa', 'visa program', 'tss visa applicants']","[['Vojislav Kablar ', 'SeekVisa International_LinkedIn'], 'from linkedin search google']","[['Consulting'], 'https://www.crunchbase.com/organization/seekvisa']","['Sep 1, 2015', 'https://www.crunchbase.com/organization/seekvisa']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/seekvisa']",0.25,0.25,0.0,0.0,0.125
sitech nz,https://sitechnz.co.nz/,,sitechnz,"['Unit  1 , 7 Aristos Place, Winnellie NT 0821', 'https://sitechnz.co.nz/index.php/contact-us/']","['.info@sitechnz.co.nz', 'https://sitechnz.co.nz/index.php/contact-us/']","['+61 8 8293 9400', 'https://sitechnz.co.nz/index.php/contact-us/']","['trimble t10 trimble sitevision training site', 'trimble scs900 using', 'trimble stratus trimble groundworks machine control system', 'trimble earthworks', 'trimble site', 'trimble marine solutions', 'trimble customers', 'trimble stratus software', 'trimble machine control technology', 'trimble scs900']","[['ADAM PAUL BRIGHT', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.sitech_construction_nz_limited.9edbf21b9b7ff4a7ac890d09fd35feb8.html']","['Manufacturing, IT - Software', 'from_classification_model']",None,"['$389,760 USD', 'https://www.dnb.com/business-directory/company-profiles.sitech_construction_nz_limited.9edbf21b9b7ff4a7ac890d09fd35feb8.html']",None,None,None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.sitech_construction_nz_limited.9edbf21b9b7ff4a7ac890d09fd35feb8.html']",0.25,0.25,0.0,0.0,0.125
Quest Construction Software | Home,https://www.questconstructionsoftware.com.au/,,questconstructionsoftware,"['4 /15 Carbine Way Mornington VIC 3931', 'https://www.questconstructionsoftware.com.au/']","['info@questbiz.com.au', 'https://www.questconstructionsoftware.com.au/']","['+61 (03) 5983 6486', 'https://www.questconstructionsoftware.com.au/']","['kind construction project management software solutions', 'construction software solutions', 'construction management software solutions', 'purpose construction project collaboration software', 'enterprise construction estimating software', 'construction software', 'active construction projects', 'installed construction software', 'breed construction software', 'other construction software applications']","[['NEVILLE ROBERT RANCE', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.quest_professional_services_pty_ltd.9e1ebccf3cb5dc4f758f799b883312ae.html']","['IT - Software, Utilities', 'from_classification_model']",None,"['$582,000 USD', 'https://www.dnb.com/business-directory/company-profiles.quest_professional_services_pty_ltd.9e1ebccf3cb5dc4f758f799b883312ae.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.quest_professional_services_pty_ltd.9e1ebccf3cb5dc4f758f799b883312ae.html']",1.0,0.25,0.0,0.0,0.3125
Cavalier Homes: Home,https://www.cavalierhomes.com.au/,Cavalier Homes are new home builders who recognised that buyers were seeking the opportunities of the big builder buying power  but preferred the flexibility and great service of local builders.  Having made this the Cavalier Homes model  the business has grown from strength to strength._,cavalierhomes,"['17 Woodbridge Street Killara VIC Australia', 'https://www.cavalierhomes.com.au/display-home/']",None,"['+61488 541 305', 'https://www.cavalierhomes.com.au/display-home/']","['cavalier homes home design enquiry', 'only cavalier homes designs', 'cavalier homes franchisees', 'cavalier homes australia', 'cavalier homes members', 'cavalier homes edge', 'cavalier homes communications', 'cavalier homes franchising', 'cavalier homes australia manager checks', 'cavalier homes pty ltd']","[['ALEXANDER KASAS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.cavalier_homes_north_coast_pty_ltd.b244f58d63efc121.html']","['Construction, Manufacturing', 'from_classification_model']","[' 2 November 1987', 'https://opencorporates.com/companies/nz/369550']","['$4.40 million USD', 'https://www.dnb.com/business-directory/company-profiles.cavalier_homes_north_coast_pty_ltd.b244f58d63efc121.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/369550']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.cavalier_homes_north_coast_pty_ltd.b244f58d63efc121.html']",0.25,0.25,0.0,0.0,0.125
Abtrac: Job Management Software,https://www.abtrac.com/,All-in-one Job Management Software complete with job tracking  forecasting & work scheduling  time tracking  invoicing  reports plus more.,abtrac,"['0800 422 8722  enquiries@abtrac.com  51 Main Road Kumeu Auckland 0892', 'https://www.abtrac.com/contact-us']","['enquiries@abtrac.com', 'https://www.crunchbase.com/organization/abtrac']","['1800 218 434', 'https://www.abtrac.com/contact-us']","['business management', 'professional services business management', 'good business management', 'time management system', 'business software', 'business management experts', 'business information systems', 'professional services business', 'effective business management', 'many professional services businesses']","[[""Edward Patrick O'LEARY"", ' director'], 'https://opencorporates.com/companies/nz/5810332']","[['Software'], 'https://www.crunchbase.com/organization/abtrac']","['23 September 2015', 'https://opencorporates.com/companies/nz/5810332']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/abtrac']",None,"['Private', 'https://www.crunchbase.com/organization/abtrac']",0.25,0.75,0.75,0.0,0.4375
Home - Reckon Australia,https://www.reckon.com/,Online & desktop Australian accounting software for business of all sizes  accountants  bookkeepers & professionals. Trusted by 600000+ customers.,reckon,"['LEVEL 7 65 BERRY STREET NORTH SYDNEY, NEW SOUTH WALES, 2060 Australia', 'https://www.dnb.com/business-directory/company-profiles.reckon_docs_pty_ltd.f230778889db5259a8c4aa388bae810f.html']","['customerservice@reckon.com.au', 'https://www.crunchbase.com/organization/reckon']","['+61 3 9415 4000', 'https://www.reckon.com/nz/investors/']","['reckon reckon', 'reckon website reckon', 'reckon products reckon ltd', 'reckon one data services reckon api', 'reckon accounting software', 'business apps reckon', 'business reckon one', 'reckon pos software', 'australian business reckon', 'reckon data']","['Greg Wilkinson', 'founder(s)', 'https://www.crunchbase.com/organization/reckon']","[['AccountingBillingComputer VisionFinanceInformation TechnologyPersonal FinanceSoftware'], 'https://www.crunchbase.com/organization/reckon']","['1987', 'https://www.crunchbase.com/organization/reckon']","['$131.48 million USD', 'https://www.dnb.com/business-directory/company-profiles.reckon_docs_pty_ltd.f230778889db5259a8c4aa388bae810f.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/reckon']",None,"['Private', 'https://www.crunchbase.com/organization/reckon']",0.375,0.25,0.0,0.0,0.15625
The Mandarin | Public sector news & government learning,https://www.themandarin.com.au/,The Mandarin is the leading venue for public service leaders in Australia with news  policy analysis  case studies and professional learning.,themandarin,"['Level  6 , 22 William St,  Melbourne VIC 3000', 'https://www.themandarin.com.au/terms-conditions/']","['hello@futuretheory.com.au', 'https://www.crunchbase.com/organization/futuretheory']","['+61 3 8623 9900', 'https://www.themandarin.com.au/contact-us/']","['public sector women', 'government services', 'public services', 'new public service learning programs', 'digital government services', 'public service leaders', 'public engagement australia', 'public service employees', 'public sector', 'australian public sector']","['Damiane Muller', 'founder(s)', 'https://www.crunchbase.com/organization/futuretheory']","[['AdvertisingDigital MarketingMarketingWeb DesignWeb Development'], 'https://www.crunchbase.com/organization/futuretheory']","['Jun 4, 2016', 'https://www.crunchbase.com/organization/futuretheory']","['$560,000 USD', 'https://www.dnb.com/business-directory/company-profiles.the_mandarin_group_pty_ltd.c90ba888408e75da9d48e07b38ac608d.html']",None,"[' Canberra, Australian Capital Territory, Australia', 'https://www.crunchbase.com/organization/futuretheory']",None,"['Private', 'https://www.crunchbase.com/organization/futuretheory']",0.25,0.25,0.0,0.0,0.125
FormTab App | Offline & Online Mobile Forms for Data Collection,https://www.formtabapp.com/,Want to collect information from the field faster  more accurately and with less hassle to your staff? FormTab is the faster  easier way to replace your paper-based  manual processes. Take the practical approach to mobile data collection. Anywhere  anytime. Try FormTab for free - 14 day trial.,formtabapp,None,"[':support@paperform.co', 'https://www.crunchbase.com/organization/paperform']","['+64 3 355 0590', 'https://www.formtabapp.com/']","['formtab mobile form app', 'formtab custom forms', 'formtab web forms', 'form data submissions', 'automated forms formtab', 'form fields', 'submitted form data', 'mobile form data entry', 'team forms', 'forms']","[['Andrew Drake ', 'Senior Software Developer ..._LinkedIn'], 'from linkedin search google']","[['E-CommerceOnline Forums'], 'https://www.crunchbase.com/organization/paperform']","['2016', 'https://www.crunchbase.com/organization/paperform']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/paperform']",None,"['Private', 'https://www.crunchbase.com/organization/paperform']",0.0,0.25,0.0,0.0,0.0625
Mango QHSE Software,https://www.mangolive.com/,Mango home page for QHSE  SHEQ and HSEQ compliance,mangolive,None,"['info@safetyculture.io', 'https://www.crunchbase.com/organization/safetyculture']","['+64 3 421 6468', 'https://www.mangolive.com/privacy-mango']","['mango mango', 'mango use mango', 'mango non-conformance mango', 'use mango', 'mango qhse', 'easy mango', 'organisation mango', 'qhse compliance mango', 'compliance mango', 'mango employees']","['Luke Anear', 'founder(s)', 'https://www.crunchbase.com/organization/safetyculture']","[['AppsPublic SafetySoftware'], 'https://www.crunchbase.com/organization/safetyculture']","['Mar 12, 2004', 'https://www.crunchbase.com/organization/safetyculture']",None,None,"[' Townsville, Queensland, Australia', 'https://www.crunchbase.com/organization/safetyculture']",None,"['Private', 'https://www.crunchbase.com/organization/safetyculture']",0.0,0.25,0.0,0.0,0.0625
Austroads: Home,https://austroads.com.au/,,austroads,"['Level  9 , 287 Elizabeth Street SYDNEY NSW 2000', 'https://austroads.com.au/about-austroads/contact-us']","['bh@hotdoc.com.au', 'https://www.crunchbase.com/organization/hotdoc']","['+6102) 8265 3300', ['Austroads Ltd., phone', 'knowledge_panel']]",None,"['Simon Holland', 'founder(s)', 'https://www.crunchbase.com/organization/hotdoc']","[['Health CareMedicalSaaSSchedulingSoftware'], 'https://www.crunchbase.com/organization/hotdoc']","['Jul 27, 2012', 'https://www.crunchbase.com/organization/hotdoc']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/hotdoc']",None,"['Private', 'https://www.crunchbase.com/organization/hotdoc']",0.25,0.0,0.0,0.0,0.0625
EIN News,https://www.einnews.com/,EIN Newsdesk is your online news monitoring service. You can track breaking news about unlimited topics across thousands of websites  set up custom email newsletters and RSS feeds or search among thousands of preset news sections.,einnews,None,"['hello@beforepay.co', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['rss feeds browse music rss feeds', 'rss feeds movies rss feeds', 'rss feeds chemicals rss feeds', 'rss feeds automotive rss feeds', 'rss feeds browse international organizations rss feeds', 'rss feeds browse', 'topic browse tobacco rss feeds social media rss feeds', 'construction rss feeds education rss feeds', 'retail rss feeds science rss feeds', 'topic browse insurance rss feeds']","['Dean Mao', 'founder(s)', 'https://www.crunchbase.com/organization/cheq-40b6']","[['AppsConsumer LendingFinancial ServicesFinTechMicro LendingPersonal Finance'], 'https://www.crunchbase.com/organization/cheq-40b6']","['Jun 1, 2019', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['Private', 'https://www.crunchbase.com/organization/cheq-40b6']",0.0,0.0,0.0,0.0,0.0
Streamtime — project management software for creative ...,https://streamtime.net/,Project management software for creative teams and businesses. Plan jobs  track time  schedule your teams  quote and invoice.,streamtime.net,"['U101 23 PIRRAMA RD PYRMONT, NEW SOUTH WALES, 2009 Australia', 'https://www.dnb.com/business-directory/company-profiles.streamtime_software_limited.a2a95cb266731cb2013334c23501e9bc.html']","['help@streamtime.net', 'https://www.crunchbase.com/organization/streamtime']","['None', 'https://www.dnb.com/business-directory/company-profiles.streamtime_software_limited.a2a95cb266731cb2013334c23501e9bc.html']",None,"['streamtime streamtime', 'streamtime creating tasks', 'streamtime users', 'current streamtime product', 'more time', 'created jobs', 'tracked time', 'time entries', 'join streamtime', 'tip streamtime users']","['Aaron Green', 'founder(s)', 'https://www.crunchbase.com/organization/streamtime']","[['EnterpriseProject ManagementSchedulingSoftware'], 'https://www.crunchbase.com/organization/streamtime']","['Jul 1, 2002', 'https://www.crunchbase.com/organization/streamtime']","['$321,756 USD', 'https://www.dnb.com/business-directory/company-profiles.streamtime_software_limited.a2a95cb266731cb2013334c23501e9bc.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/streamtime']",None,"['Private', 'https://www.crunchbase.com/organization/streamtime']",0.0,0.0,0.5,0.0
JPL Media - Online Communications & Networking,https://www.jplmedia.com.au/,,jplmedia,"['ROBINA4226QueenslandAustralia', 'https://opencorporates.com/companies/au/623568418']","['info@jplmedia.com.au', 'https://www.jplmedia.com.au/privacy-policy/']","['+64 7 8080887', 'https://www.jplmedia.com.au/']","['video content', 'video content management', 'content related videos', 'other videos', 'new videos', 'online video', 'enterprise video content management', 'more videos', 'live video', 'many videos']","[['Ray Hawkins ', 'National General Manager_JPLMedia'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']","['22 December 2017', 'https://opencorporates.com/companies/au/623568418']",None,None,"['Australia', 'https://opencorporates.com/companies/au/623568418']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/623568418']",0.0,0.25,0.0,0.0,0.0625
Tactiv,https://tactiv.net/,Make great decisions every day with Enquire Grant  Contract and Impact Reporting Management software. Easy-to-use cloud-based software.,tactiv.net,"['PO Box 3184 West End QLD 4101', 'https://tactiv.net/contact/']","['admin@tactiv.net', 'https://tactiv.net/privacy-policy/']","['+64 4 439 7142', 'https://tactiv.net/international-aid-program-chooses-enquire-project-portfolio-management-ppm/']","['enquire enquire', 'enquire project management', 'enquire crm enquire', 'enquire grant management software', 'enquire contract management', 'enquire grant management enquire impact reporting software', 'enquire grant management lifecycle software', 'enquire grant', 'enquire project portfolio management software', 'enquire grant program managers']","[['Nik Vassilev ', 'General Manager_Tactiv Pty Ltd'], 'from linkedin search google']","[['ConsultingInformation TechnologySoftware'], 'https://www.crunchbase.com/organization/tactiv']","['2005', 'https://www.crunchbase.com/organization/tactiv']","['$2.4M', 'None']","['$0', 'None']","[' West End, Queensland, Australia', 'https://www.crunchbase.com/organization/tactiv']","['39', 'None']","['Private', 'https://www.crunchbase.com/organization/tactiv']",0.25,0.25,0.0,0.0,0.125
WebFM,https://www.webfm.net/,WebFM offers a variety of software and consultation services to streamline construction project management. Contact us to learn more.,webfm.net,"['21 Mitchell St Camden NSW 2570', 'https://www.webfm.net/privacy/']","['sales@webfm.com.au', 'https://www.crunchbase.com/organization/webfm']","['+61467 493 007', 'https://www.webfm.net/2015/10/carillion-use-omtrak-oman-conference-exhibition-centre/']","['project information', 'new projects', 'construction projects', 'project management', 'project management software', 'project handover', 'project documents', 'project defects', 'projects', 'us construction projects']","[['Jacqueline Audrey SMITH', ' director'], 'https://opencorporates.com/companies/nz/3337010']","[['Software'], 'https://www.crunchbase.com/organization/webfm']","['Feb 3, 2000', 'https://www.crunchbase.com/organization/webfm']",None,None,"[' Camden, New South Wales, Australia', 'https://www.crunchbase.com/organization/webfm']",None,"['Private', 'https://www.crunchbase.com/organization/webfm']",0.25,0.25,0.0,0.0,0.125
Altis Consulting - Data & Analytics Services & More,https://altis.com.au/,With offices across Australia  New Zealand and the UK  Altis is a leading independent Data and Analytics consultancy delivering tangible business outcomes for 20 years with our passion of 'Connecting with Courage Heart and Insight'.,altis,"['L 6 219-223 Castlereagh St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.altis_consulting_pty_ltd.290928629f492e0de02de01756e4df3a.html']","['chrisk@altisglobal.co.uk', 'https://altis.com.au/putting-together-a-roadmap-to-guide-your-data-analytics-journey/']","['+61 2 9211 1522', 'https://altis.com.au/consulting/azure-practice/']","['data lake altis', 'business data', 'altis canberra data', 'data solutions', 'altis data engineers', 'altis data scientist', 'data analytics', 'more data', 'other data', 'data lake altis consulting']","[['JOHN HOFFMAN', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.altis_consulting_pty_ltd.290928629f492e0de02de01756e4df3a.html']","[['AnalyticsConsultingInformation Technology'], 'https://www.crunchbase.com/organization/altis']","['1998', 'https://www.crunchbase.com/organization/altis']","['$7.40 million USD', 'https://www.dnb.com/business-directory/company-profiles.altis_consulting_pty_ltd.290928629f492e0de02de01756e4df3a.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/altis']",None,"['Private', 'https://www.crunchbase.com/organization/altis']",0.375,0.25,0.75,0.0,0.34375
Kangaroo Valley Voice - Amazon AWS,http://kvvoice.s3-ap-southeast-2.amazonaws.com/july07.pdf,,kvvoice.s3-ap-southeast-2.amazonaws,None,"['support@hellostake.com', 'https://www.crunchbase.com/organization/stake-2']","['+6102)82946304', 'https://www.crunchbase.com/organization/stake-2']",None,"['Dan Silver', 'founder(s)', 'https://www.crunchbase.com/organization/stake-2']","[['Financial ServicesGiftPersonal FinanceTrading Platform'], 'https://www.crunchbase.com/organization/stake-2']","['2017', 'https://www.crunchbase.com/organization/stake-2']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/stake-2']",None,"['Private', 'https://www.crunchbase.com/organization/stake-2']",0.0,0.0,0.0,0.0,0.0
iStart,https://istart.com.au/,News  views and analysis from the A/NZ technology sector,istart,"['20 Lakeside Drive East Burwood VIC 3151 Australia', 'https://istart.com.au/buyers-guide-items/crm-buyers-guide/']","['hello@veromo.com.au', 'https://www.crunchbase.com/organization/veromo']","['+64 9 623 1480', 'https://istart.com.au/buyers-guide-items/erp-buyers-guide/']","['mid-market erp solutions', 'erp solutions channel partners', 'business management software', 'software solutions', 'erp software', 'business systems', 'business partners', 'erp systems', 'other business systems', 'more sap erp projects']","[['Craig Robert Martin WESTCOTT', ' director'], 'https://opencorporates.com/companies/nz/1071065']","[['Business DevelopmentInternetSoftware'], 'https://www.crunchbase.com/organization/veromo']","['Mar 1, 2015', 'https://www.crunchbase.com/organization/veromo']","['$129,872 USD', 'https://www.dnb.com/business-directory/company-profiles.istart_limited.06e6514008efb0462bc3d5269e953e35.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/veromo']",None,"['Private', 'https://www.crunchbase.com/organization/veromo']",0.25,0.25,0.25,0.0,0.1875
Which-50: Home,https://which-50.com/,,which-50,"['Suite  4 , Level 17, 227 Elizabeth Street, Sydney NSW 2000', 'https://which-50.com/']","['solutions@alyka.com.au', 'https://www.crunchbase.com/organization/alyka']","['+61424166678', 'https://which-50.com/']","['new business', 'australian technology companies', 'new technology', 'technology businesses', 'new business models', 'technology companies', 'digital businesses', 'new digital skills', 'new technology capabilities', 'digital technology']","[['Iggy Pintado ', 'CEO and Company Secretary ..._LinkedIn'], 'from linkedin search google']","[['ConsultingCRMDigital MarketingSEOWeb DesignWeb Development'], 'https://www.crunchbase.com/organization/alyka']","['Jan 1, 2008', 'https://www.crunchbase.com/organization/alyka']",None,None,"[' Subiaco, Western Australia, Australia', 'https://www.crunchbase.com/organization/alyka']",None,"['Private', 'https://www.crunchbase.com/organization/alyka']",0.25,0.25,0.0,0.0,0.125
Human Pixel | Software_ Web_ Chatbot_ A.I_ Process ...,https://humanpixel.com.au/,Human Pixel - We are humans  we act like humans  and we think like humans. And we call out anyone who does the opposite. Collaboration is our core value.,humanpixel,"['Level  2 / 570 St Kilda Road Melbourne VIC 3004', 'https://humanpixel.com.au/contact-us/']","['enquiries@oaic.gov.au', 'https://humanpixel.com.au/privacy-policy/']","['1300 048 626', 'https://humanpixel.com.au/']","['human pixel', 'human pixel service', 'content human pixel', 'books human pixel', 'direct human pixel', 'human pixel’s service', 'lacking sales automation human pixel', 'business website', 'video mp4 field business process improvement human pixel', 'human pixel privacy policy']","[['ADAM WINCHESTER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.human_pixel_pty_ltd.db7a75442a8575d750de2ae3c01d05f6.html']","['IT - Software, Finance and insurance', 'from_classification_model']",None,"['$221,971 USD', 'https://www.dnb.com/business-directory/company-profiles.human_pixel_pty_ltd.db7a75442a8575d750de2ae3c01d05f6.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.human_pixel_pty_ltd.db7a75442a8575d750de2ae3c01d05f6.html']",1.0,0.25,0.0,0.0,0.3125
