search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
OHS software australia or newzealand,Action OHS Consulting,https://www.actionohs.com.au/,Action OHS Consulting OHS Consultants accredited provider offering the WorkSafe Victoria OHS Essentials Program ... Email: info@actionohs.com.au. ABN: 67 ...,actionohs,None,"['info@actionohs.com.au', 'https://www.actionohs.com.au']","['1300 101 647', 'https://www.actionohs.com.au']","['workplace safety', 'safety business', 'worker safety', 'safety practices', 'safety consultants', 'safety legislation', 'effective workplace safety based consultation', 'safety equipment', 'safety processes', 'safety laws']","[['Craig Salter ', 'Director and Lead OHS Consultant ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
OHS software australia or newzealand,Robert Walters Australia,https://www.robertwalters.com.au/,Manage your job search or recruitment process in Australia through Robert Walters – the world-leading specialist recruitment consultancy. Contact us today.,robertwalters,None,"['katie.spicer@robertwalters.com.au', 'https://www.robertwalters.com.au/generalmgtconsultancy/jobs/operationsmanagement/1385690-general-manager---retirement-living.html']","['+612 8423 1018', 'https://www.robertwalters.com.au/generalmgtconsultancy/jobs/operationsmanagement/1385690-general-manager---retirement-living.html']","['cookies', 'performance cookies', 'functional cookies', 'advertising cookies', '1416690/001 cookies', 'website performance', 'retirement living experience', 'robert walters', 'robert walters plc', 'woodlands retirement village']","[['Ben Wilkie Smith ', 'Manager_Accounting & Finance ...'], 'from linkedin search google']","['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
OHS software australia or newzealand,Homepage | Apple & Pear Australia Ltd (APAL),https://apal.org.au/,APAL is an industry representative body and non-profit membership organisation that supports Australia's commercial apple and pear growers.,apal,"['128 Jolimont Rd East Melbourne Victoria 3002', 'https://apal.org.au']","['tmcglone@apal.org.au', 'https://apal.org.au/news-and-resources/media-centre/']","['+61 3 9329 3511', 'https://apal.org.au']","['apple trees', 'australian fruit growers', 'australian apple exports', 'new apple varieties', 'leading apple growers', 'fruit trees', 'australian apples', 'tasmanian apple growers', 'australia apple', 'apple exports']","[['Larissa Vaughan ', 'Program Manager_Apple and ...'], 'from linkedin search google']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice ...,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,SafetyCulture | Safety Compliance for Australian & New ...,https://safetyculture.com.au/,Providing Occupational Health & Safety documents since 2004. Our extensive library includes SWMS  management systems  management plans  essential ...,safetyculture,"['PO Box 7175 , Garbutt QLD 4814 Australia', 'https://safetyculture.com.au/terms-and-conditions/']","['info@safetyculture.com.au', 'https://safetyculture.com.au/swms-template/']","['1300306604', 'https://safetyculture.com.au/swms-template/']","['safe work method', 'safe work method statement', 'related safe work method statements', 'agriculture safe work method statement', 'new safe work method statements', 'work method statement', 'safe work method statements', 'installation safe work method statement', 'general work plumbing hazards', 'other information']","[['Terlya Hunt ', 'People Experience Manager_SafetyCulture ...'], 'from linkedin search google']","['Finance and insurance, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,AroFlo: Job Management Software For Tradies | Built by Tradies,https://aroflo.com/,3 days ago - Job management software designed for trades people. Field management systems for automated workflow and business processes.,aroflo,"['Suite  13 , 2 nd Floor 12 Maroondah Highway Ringwood VIC 3134 Australia', 'https://aroflo.com/aroflo-fair-use-policy/']","['info@aroflo.com', 'https://aroflo.com/aroflo-fair-use-policy/']","['+61392595200', 'https://status.aroflo.com/']","['aroflo aroflo', 'business aroflo', 'using aroflo', 'aroflo staff', 'aroflo clients', 'accounting data aroflo', 'new business', 'create checklist aroflo', 'field service businesses', 'aroflo field']","[['Christie Howard ', 'Training & Tech Support_AroFlo ...'], 'from linkedin search google']","['Real estate, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,The Australian Industry Group: Home,https://www.aigroup.com.au/,The Australian Industry Group (Ai Group) is Australia's peak industry association. Acting on behalf of business for more than 140 years  we are the country's only ...,aigroup,"['51 Walker Street Sydney NSW 2060', 'https://www.aigroup.com.au/contact/']","['name@company.com.au', 'https://www.aigroup.com.au/login/?returnurl=%2f']","['+613 9865 1413', 'https://www.aigroup.com.au/policy-and-research/businesspolicy/energy/energy-efficiency-capability-program/']","['australian industry group chief executive', 'ai group chief executive', 'australian industry group chief executive innes willox', 'ai group chief executive innes willox', 'ai group members', 'albury australian industry group', 'australian industry group', 'executive remuneration ai group', 'ai group industry networks', 'ai group nsw']","[['Nigel Haworth ', 'Managing Director_Ai Group ...'], 'from linkedin search google']","['Finance and insurance, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,ASSA - Advanced Safety Systems Australia and New Zealand,http://www.assa.com.au/,ASSA - Advanced Safety Systems Australia and New Zealand.,assa,"['1300 131 014 Auckland 9887', 'http://www.assa.com.au/terms']",None,"['+61 7 3275 7922', 'http://www.assa.com.au/contact']","['personal information', 'information', 'version controlled assa document management', 'more information', 'payment information', 'transaction information', 'sensitive information', 'nz already trust assa', 'assa group pty ltd', 'assa services']","[['Paul Mills MBA ', 'Managing Director and Business ..._LinkedIn'], 'from linkedin search google']","['Healthcare, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,Mango QHSE Software,https://www.mangolive.com/,Mango home page for QHSE  SHEQ and HSEQ compliance.,mangolive,None,"['support@mangolive.com', 'https://www.mangolive.com/privacy-mango']","['+64 3 421 6468', 'https://www.mangolive.com/privacy-mango']","['mango mango', 'mango system', 'use mango', 'qhse mango', 'organisation mango', 'compliance easier mango', 'qhse compliance mango', 'mango employees', 'improvement mango', 'mango software']","[['Craig Thornton ', 'Chief Marketing Officer_Mango ...'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
OHS software australia or newzealand,NTT DATA Figtree Systems,https://www.figtreesystems.com/,Specialist global provider of insurance  claims  risk  OHS  and fleet management software solutions.,figtreesystems,"['49 Market Place, Auckland Central, Auckland 1010', 'https://www.figtreesystems.com/contact-us']","['privacyofficer.figtree@nttdata.com', 'https://www.figtreesystems.com/information/privacy-policy']","['+64 9 352 2077', 'https://www.figtreesystems.com/contact-us']","['figtree systems enterprise risk management software', 'risk management software services', 'many claims management businesses', 'claims management solutions', 'risk management processes', 'claims management software package', 'figtree systems workers compensation claims management software', 'figtree systems whs software', 'incident management system', 'claims management']","[['Mabel Chan ', 'CPA Australia_Sydney_ Australia'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,ANZPAA - ANZPAA Website,https://www.anzpaa.org.au/,ANZPAA proactively partners with agencies and police jurisdictions to identify opportunities for improved performance that results in better community safety ...,anzpaa,None,None,None,None,"[['Katherine Van Gurp ', 'Chief Executive Officer_Australia New ...'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software australia or newzealand,Australian Disaster Resilience Knowledge Hub,https://knowledge.aidr.org.au/,The Knowledge Hub is an open-source platform that supports good practice in disaster resilience. Learn more about disasters in Australia.,knowledge.aidr,"['2014 , New Zealand Police 2015, Trade and Investment NSW 2015', 'https://knowledge.aidr.org.au/resources/ajem-jan-2016-mine-disasters-the-need-for-planning-partnerships-between-mine-operators-and-local-community-emergency-planning-committees/']","['enquiries@aidr.org.a', 'https://knowledge.aidr.org.au/help/']","['+61 (0)3 9419 2388', 'https://knowledge.aidr.org.au/help/']","['community disaster response', 'community disaster planning', 'local community emergency managers', 'local community resilience', 'developing community resilience', 'community flood resilience', 'effective disaster risk management', 'risk community members', 'emergency management australia lessons management', 'local community services']","[['Hala Kattab_ MBA ', 'Mission Australia_LinkedIn'], 'from linkedin search google']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,SAP Software Solutions | Business Applications and Technology,https://www.sap.com/index.html,Get software and technology solutions from SAP  the leader in business applications. Run simple with the best in cloud  analytics  mobile and IT solutions.,sap,None,"['careers@sap.com', 'https://www.sap.com/corporate/en/legal/privacy/careers.html']",None,"['sap partners sap', 'sap obligate sap', 'sap cloud platform sap', 'sap sme software sap', 'sap jam collaboration sap', 'sap cloud platform sap privacy statement', 'sap customers', 'sap solutions', 'sap data', 'von sap']","[['Damien Bueno ', 'President and Managing Director_SAP ...'], 'from linkedin search google']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software australia or newzealand,Bushfire CRC,https://www.bushfirecrc.com/,The Bushfire CRC was funded for 11 years in two separate programs (2003-2010  2010-2014) under the Australian Government Cooperative Research Centre ...,bushfirecrc,"['2006 : Fire Research Managers Workshop Auckland 2005', 'https://www.bushfirecrc.com/']","['david.bruce@bnhcrc.com.au', 'https://www.bushfirecrc.com/research/vicfires-taskforce/victorian-fires-mail-survey']",None,"['fire management', 'fire management programs', 'fire', 'fire management activities', 'fire management planning', 'fire agencies', 'fire managers', 'fire behaviour', 'fire weather', 'fire behaviour models']","[['Phil Lacy ', 'Chair of the Forest Health and ..._LinkedIn'], 'from linkedin search google']","['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Incident management software australia or newzealand,Galvanize: Security_ Risk_ Compliance_ and Audit Software,https://www.wegalvanize.com/,+1 604 669 4225. support@wegalvanize.com · Visit support · Privacy Policy | Terms of Use © 2020 ACL Services Ltd. dba Galvanize. All Rights Reserved. × ...,wegalvanize,"['Level  12 , Plaza Building, Australia Square, 95 Pitt Street, Sydney, New South Wales 2000', 'https://www.wegalvanize.com/contact/']","['support@wegalvanize.com', 'https://www.wegalvanize.com/']","['+61-2-8188-3965', 'https://www.wegalvanize.com/contact/']","['fraud risk risk database', 'risk data', 'risk control', 'risk management teams', 'essential risk data', 'risk management', 'aggregate risk data', 'vendor risk management', 'risk management software', 'compliance risks']",None,"['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,Triathlon Australia,https://www.triathlon.org.au/Home.htm,"""/Assets/Triathlon+Australia+Digital+Assets/2020_21+Membership/20.21+Membership+Banner.jpg"". 20.21 Membership Banner. Trystars Carousel Banner.",triathlon,"['337 Christine Avenue, Varsity Lakes, QLD 4227', 'http://www.triathlon.org.au/About/Contact_Us.htm']","['darren@etpa.com.au', 'https://www.triathlonvictoria.org.au/coaches']","['+61 2 8488 6200', 'http://www.triathlon.org.au/About/Contact_Us.htm']","['itu world cross triathlon championships triathlon victoria', 'triathlon australia', 'triathlon club', 'triathlon victoria', 'hawthorn triathlon club club', 'triathlon australia board', 'triathlon south australia', 'melbourne triathlon club', 'triathlon south club', 'triathlon australia policies']","[['Mel Saltiel ', 'Community Manager_Triathlon NZ'], 'from linkedin search google']","['Agriculture, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,OneTrust,https://www.onetrust.com/,OneTrust Privacy. Privacy Management Software. Operationalize Your ​Privacy Program for ​CCPA  GDPR & ​All the World's Privacy Laws​. BUILT FOR: ...,onetrust,None,"['support@onetrust.com', 'https://www.onetrust.com/onetrust-announces-new-advisory-board/']",None,"['onetrust privacy', 'onetrust privacy management', 'data privacy compliance', 'onetrust privacy management technology', 'privacy shield onetrust', 'onetrust privacy program management', 'new data privacy rights', 'privacy technology onetrust', 'onetrust privacy management software', 'data privacy regulations']","[['Roble Ali CIPP/E ', 'Alliance Partner Manager APJ_OneTrust ...'], 'from linkedin search google']","['Manufacturing, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software australia or newzealand,G4S Global,https://www.g4s.com/,G4S works to safeguard the welfare and prosperity of millions of people worldwide – helping to create safer and better environments in which people live and ...,g4s,None,"['cashcollection@uk.g4s.com', 'https://www.g4s.com/en-gb/what-we-do/cash-solutions']",None,"['security systems', 'security technology', 'security companies', 'other security companies', 'security teams', 'mobile security services', 'different security systems', 'global security company', 'security officers', 'security data']","[['Neil Miles ', 'Operations Manager_G4S Australia & New Zealand'], 'from linkedin search google']","['Arts, entertainment and recreation, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Incident management software australia or newzealand,Incident Control Room,https://www.incidentcontrolroom.com/,Incident Control Room. MENU. Close. ICR Solutions. ICR: Emergency Management Information System · ICR: Campus Incident Control™ · ICR: Fire and ...,incidentcontrolroom,None,"['info@zenithtechnologies.com', 'https://www.incidentcontrolroom.com/privacy-policy/']","['+61 408 664 123', 'https://www.incidentcontrolroom.com/crisis-management-software-australia/']","['incident management information', 'live incident management software', 'real time incident information', 'ensuring incidents', 'incident management software live incident', 'incident control software', 'incident response', 'incident response plans', 'managing incidents', 'key incident']",None,"['Manufacturing, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Incident management software australia or newzealand,The Patient Safety Company,https://www.patientsafety.com/,The Patient Safety Company offers a flexible solution to register and analyze incidents  automate follow-up processes and to manage your improvement plans.,patientsafety,"['Level 3, 54 Jephson Street Toowong QLD 4066 Australia', 'https://www.patientsafety.com/en/partners/cgov-australia']","['hak@grcpartnersasia.com', 'https://www.patientsafety.com/en/partners/grc-asia']","['+61 (07) 3211 4444', 'https://www.patientsafety.com/en/partners/cgov-australia']","['van de basisoorzaken van', 'basis van de uitkomsten van de zorg', 'van de uitkomsten van de online enquête', 'de veiligheid van de zorg', 'de veiligheid van de patiënt', 'de ogen van de patiënt', 'de meldingsbereidheid van de medewerkers', 'de leden van de commissie', 'de zichtbaarheid van de commissie', 'de namen van de betrokkenen']","[['Jutta Thwaites ', 'Innovation and Service ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,RLDatix - Put Patients First | Start your patient safety journey ...,https://rldatix.com/,Learn how RLDatix is driving the future of patient safety by helping healthcare ...,rldatix,"['Level  10 , 71 Queens Road, Melbourne VIC Australia 3004', 'https://rldatix.com/en-nam/contact']","['sachin.agrawal@datixhealth.com', 'https://rldatix.com/en-nam/company/news/press-releases/%e2%80%8brl-solutions-and-datix-to-join-forces']","['+61 3 9686 0009', 'https://rldatix.com/en-nam/contact']","['rldatix patient safety software', 'patient safety data', 'patient safety incidents', 'patient safety software', 'rldatix patient safety', 'patient safety processes', 'patient safety solutions', 'improved patient safety processes', 'patient safety learnings', 'patient safety reporting']","[['Claudia Buttazzoni ', 'BDM_Bid Manager'], 'from linkedin search google']","['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,Datacom: Home,https://www.datacom.co.nz/,Datacom designs  builds and runs IT systems and process for business.,datacom,"['Level  11 , 66 St Georges Terrace Perth, WA 6000', 'https://www.datacom.co.nz/Contact/Perth.aspx']","['fficer@datacom.co.nz', 'https://www.datacom.co.nz/Privacy-Policy.aspx']","['+64 9 303 1480', 'https://www.datacom.co.nz/Special-Pages/Contact-Us-Form.aspx?cid=2992&ref=2990']","['datacom services', 'datacom customers', 'ko datacom te', 'datacom support technology', 'datacom partners', 'datacom employees', 'customer satisfaction datacom partners', 'datacom group', 'new chair datacom', 'datacom queensland']","[[""Vikki O'Shannessey "", 'Marketing Manager_Datacom'], 'from linkedin search google']","['Agriculture, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,Sentrient: Compliance System_ Compliance Courses ...,https://www.sentrient.com.au/,Workplace Compliance Systems & Courses. Sentrient offers #1 workplace compliance system with compliance management training courses for Australian ...,sentrient,"['Level  1 , 1 Queens Road, Melbourne VIC 3004', 'https://www.sentrient.com.au/prevention-is-better-than-cure']","['info@sentrient.com', 'https://www.sentrient.com.au/blog/publicly-available-courses-to-help-people-handle-the-covid-19-coronavirus-epidemic-better']","['1300 894 506', 'https://www.sentrient.com.au/']","['workplace compliance policy', 'bullying policy workplace policy template', 'sentrient online workplace compliance system', 'online workplace compliance courses', 'online workplace compliance system', 'online workplace compliance management system', 'online workplace compliance training', 'workplace policy template', 'workplace compliance systems', 'online workplace compliance training program']","[['Gavin Altus ', 'Managing Director_Sentrient'], 'from linkedin search google']","['Services - professional, scientific, and technical, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Incident management software australia or newzealand,World Challenge North America - Bespoke school expeditions ...,https://weareworldchallenge.com/northamerica/,The best things in life aren't free. Hear from the thousands of Challengers who have been there and done it. Learn more. 4. Community. Learn about our ...,weareworldchallenge,"['37 Wilkinson Rd Mount Wellington, Auckland 1060', 'https://weareworldchallenge.com/australasia/contact-us/']","['customersupport@world-challenge.ae', 'https://weareworldchallenge.com/international/contact-us/']","['0800 456 134', 'https://weareworldchallenge.com/australasia/contact-us/']","['local community life', 'local communities', 'local community initiatives', 'local schools', 'school communities', 'rural uzbekistan local communities', 'local life', 'community life', 'local people', 'safe school trips']","[['Joshua Tisdell ', 'Auckland_ New Zealand ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
occupational safety and health software australia OR new zealand,Erudite - Humanising Healthcare Software,https://eruditegroup.co.nz/,Where achieving positive patient outcomes and real financial efficiencies go hand-in-hand. Arrange A Consultation. (+64) 9 889 2450 hello@eruditegroup.co.nz.,eruditegroup,"['91 Central Park Drive Henderson Auckland 0601 New Zealand', 'https://eruditegroup.co.nz/contact/']","['hello@eruditegroup.co.nz', 'https://eruditegroup.co.nz/case-studies/']","['+64 9 889 2450', 'https://eruditegroup.co.nz/contact/']","['health information systems', 'many health systems', 'employee health data', 'key health data', 'occupational health', 'employee health', 'holistic health solutions', 'digital health data', 'compelling health data', 'health outcomes']",None,"['IT - Software, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
occupational safety and health software australia OR new zealand,Home - 2crisk,https://2crisk.com.au/,2CRisk is a cloud based occupational health and wellbeing software solution ... For Australia e: info@2CRisk.com.au | p: +61 1300 736 361. For UK e: ...,2crisk,"['488 George Street Sydney ,  NSW 2000 Australia', 'https://2crisk.com.au/event/workplace-health-association-national-workplace-health-conference/']","['2049-1416780000-1416898800@2crisk.com.au', 'https://2crisk.com.au/event/workplace-health-association-national-workplace-health-conference/?ical=1']","['+64 (0)27 6698737', 'https://2crisk.com.au/new-zealand/']","['health risk', 'health programs', 'health risk management', 'health management', 'workforce health', 'health events', 'employee health systems', 'workplace health', 'health software companies', 'health risk management systems']","[['Mark Cassidy ', 'Managing Director_My Workplace ...'], 'from linkedin search google']","['Healthcare, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
hazard management software australia OR New Zealand,Hazard Management Systems Ltd: Home,http://www.hazman.co.nz/,Hazard Management Systems Limited ... Debbie Strickland (Consultant) + 64 27 859 3235. Vince Lomas (Consultant) + 64 22 467 9513. Hastings New Zealand.,hazman,None,"['charlie@hazman.co.nz', 'http://www.hazman.co.nz/contact']","['+64 22 467 9513', 'http://www.hazman.co.nz/testimonials']","['wool testing authority ltd hazard management systems ltd', 'maintenance hazard management systems ltd', 'schemes hazard management systems ltd', 'credentials hazard management systems ltd', 'training sheets hazard management systems ltd', 'charlie strickland industry types evacuation schemes hazard management systems ltd', 'hazard management systems ltd h.s.n.o. hazardous substance', 'bevan j abraham hazard management systems ltd', 'hazard management systems ltd.', 'p.p.e staff training sheets hazard management systems ltd']","[['Charlie Strickland ', 'Director_Hazard Management ...'], 'from linkedin search google']","['Healthcare, Construction', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
hazard management software australia OR New Zealand,Risk Management Technologies,https://rmtglobal.com/,Risk Management Technologies are pioneers of the world's most respected chemical safety data sheet (SDS/MSDS) & data management software. Learn more ...,rmtglobal,"['5 Ventnor Avenue, West Perth, Western Australia 6005', 'https://rmtglobal.com/contact.php']","['service@cirs-reach.com', 'https://rmtglobal.com/contact.php']","['+61 (0)8 9322 1794', 'https://rmtglobal.com/chemalert/faq.php']","['chemalert overview chemalert reviews', 'other chemalert chemical', 'artificial intelligence chemalert overview chemalert reviews', 'chemalert system', 'chemalert users', 'chemalert training', 'chemalert help', 'chemalert stock', 'chemical safety management chemalert', 'chemalert support team']",None,"['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
enterprise risk management software australia OR New Zealand,Purple Lion Domains – Domain name sales,http://purpleliondomains.com/,Owning the right domain names prevents your competitors capitalising on your name and future proofs your brand. We specialise in selling premium domain ...,cammsgroup,None,None,None,"['premium domain names', 'domains', 'purple lion domains', 'domain extensions', 'the domain name transfer', 'any domain name', 'your preferred domain registrar', 'the domain transfer', 'your domain registrar', 'the domain sale price']","[['Adam Collins ', 'Chief Product Officer_Camms'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
enterprise risk management software australia OR New Zealand,Corporater GPRC Platform | GPRC | Governance ...,https://corporater.com/en/,Corporater Business Management Platform ... Corporater has been featured in the Quadrant for Strategic Corporate Performance Management Solutions.,corporater,None,None,None,None,"[['Suman Babu K ', 'Regional Sales Manager ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
enterprise risk management software australia OR New Zealand,Sword Active Risk,https://www.sword-activerisk.com/,Active Risk provides Enterprise Risk Management software that drives business performance and corporate growth by providing a new set of management ...,sword-activerisk,"['Level  14 333 Collins Street Melbourne VIC 3000 AUSTRALIA', 'https://www.sword-activerisk.com/company/contact-us/locations/']","['info@sword-activerisk.com', 'https://www.sword-activerisk.com/company/careers/']","['+61 3 9988 6964', 'https://www.sword-activerisk.com/company/contact-us/locations/']","['project risk', 'effective project risk management', 'critical project risk management', 'project risk management software', 'undervalue project risk management', 'risk management process', 'risk management information', 'project risk managers', 'enterprise risk management', 'risk management success']","[['David Harvey ', 'Vice President_Sword GRC'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
health and safety management australia and new zealand,ISO Global: ISO 9001 Quality Management System,https://www.isoglobal.com.au/,... we have certified hundreds of client's across Australia in almost every industry. ... “We found the process of gaining our ISO 9001 accreditation with ISO Global ...,isoglobal,"['Level  32 , 1 Market St Sydney NSW 2000', 'https://www.isoglobal.com.au/contact-us/']","['kylie@isoglobal.com.au', 'https://www.isoglobal.com.au/our-team/join-our-team/']","['1300 889 649', 'https://www.isoglobal.com.au/environmental-systems/']","['business management systems', 'iso global systems', 'quality management systems', 'developing management systems', 'management systems', 'integrated management systems', 'effective quality management systems', 'iso global management systems', 'iso management system', 'quality assuring management systems']",None,"['Healthcare, Transport', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
health and safety management australia and new zealand,Standards Australia - Standard Organisation in Australia,https://www.standards.org.au/,We are an independent  not-for-profit organisation  recognized by the Australian Government as the peak non-government Standards body in Australia.,standards,"['Level  10 , 20 Bridge Street  Sydney, NSW 2000', 'https://www.standards.org.au/whistleblower-policy']","['international.participation@standards.org.au', 'https://www.standards.org.au/news/archive/december-2017']","['+61 2 9237 6086', 'https://www.standards.org.au/news']","['standards australia', 'australia australia', 'standards australia limited videos international australia', 'committee standards australia', 'standards australia policy', 'continuing standards australia', 'standards australia limited', 'standards australia signs', 'accredited standards australia', 'current standards australia']","[['Jamal Waqar ', 'Research Manager_Standards Australia ...'], 'from linkedin search google']","['Utilities, Mining, oil and gas', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
health and safety management australia and new zealand,QMS Certification Services - ISO Certification & AS/NZS ...,https://www.qms.com.au/,QMS is an industry-leading certification and compliance assessment organisation with offices and clients across Australia and the world.,qms,"['Level  2 , 161 King St Newcastle NSW 2300', 'https://www.qms.com.au/start-a-conversation/']","['info@qms.com.au', 'https://www.qms.com.au/as-nzs-4801-certification/']","['1800 065 800', 'https://www.qms.com.au/as-nzs-4801-certification/']","['business certification', 'management systems certification', 'safety management certifications', 'iso certification provider', 'various iso certifications', 'iso standard certification', 'several iso certifications', 'quality management training manufacturing industry certification', 'launceston food safety management systems certification', 'certification services']","[['Hilary Wensor ', 'Marketing Services Manager_QMS ...'], 'from linkedin search google']","['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
health and safety management australia and new zealand,SAI Global® Assurance: Home Page,https://saiassurance.com.au/,Each year  the SAI Assurance team delivers more than 125 000 audits and training courses to over 100 000 people across 130 countries.,saiassurance,"['Level  37 , 680 George Sydney, Sydney NSW 2000', 'https://saiassurance.com.au/contact-us/']","['affiliates@saiglobal.com', 'https://saiassurance.com.au/SAICAP']","['+61 2 8206 6060', 'https://saiassurance.com.au/contact-us/']","['sai global management', 'sai global assurance', 'quality management training sai global assurance', 'sai global assurance training solutions', 'sai global assurance learning', 'sai global auditors', 'contact sai global assurance', 'sai global assurance personnel', 'residues sai global assurance', 'leading workplace safety organisation sai global']",None,"['Agriculture, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
health and safety management australia and new zealand,Australian Institute of Health & Safety,https://www.aihs.org.au/,This exclusive AIHS event will be held in the WA's premier IRATA training facility of All Areas Access. ... ohseducationaccreditation.org.au (link is external).,aihs,"['2 Wella Way, Somersby Somersby NSW AU 2250', 'https://www.aihs.org.au/node?page=6']","['events@aihs.org.au', 'https://www.aihs.org.au/events/webinar-impacts-managing-2nd-wave-covid-19']","['+61 (0)411 193 370', 'https://www.aihs.org.au/news-and-publications/news/media-release-working-home-new-normal-%E2%80%93-requiring-new-approach-health-and']","['quad bike safety quad bike safety', 'quad safety', 'worker safety', 'quad bike safety', 'significant safety risks', 'quad bike safety rebate program untitled design', 'safety systems', 'safety', 'safety alert', 'mine safety']","[['Christine Edwards ', 'Director_Safety Institute of Australia ...'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
