title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Education WA - School Enrolments Australia,https://www.educationwa.com.au/,Education Western Australia  directory listing full contact details for schools  colleges and higher education in Western Australia.,educationwa,"['10 Jubilee Avenue, Brighton TAS 7030', 'https://www.educationwa.com.au/education/dysart/tas']","['admin@brigie.com', 'https://www.crunchbase.com/organization/brigie-pty-ltd']","['+61 8 8946 6830', 'https://www.educationwa.com.au/education/braitling/nt']","['nsw grahamstown public school burnside high school coen primary school', 'nsw grahamstown public school burnside high school coen primary school mapleton state school mirriwinni', 'vincentia high school st josephs primary school', 'qld st bedes primary school mount kanwary public school', 'met school keller road primary school terara public school lakeland', 'nsw gagebrook primary school', 'wa cft nsw sussex inlet public school lakeland primary school', 'school goulburn high school bossley park', 'qld bellenden ker primary school irrawang public school elliston area school tyndale christian school brahma lodge', 'nsw nambour christian college kempton primary school goulburn west public school']","['Eberson Borrego', 'founder(s)', 'https://www.crunchbase.com/organization/brigie-pty-ltd']","[['AppsCommunitiesTravel Agency'], 'https://www.crunchbase.com/organization/brigie-pty-ltd']","['2017', 'https://www.crunchbase.com/organization/brigie-pty-ltd']","['$2.17 million USD', 'https://www.dnb.com/business-directory/company-profiles.peak_education_(wa)_pty_ltd.61dee6320042310b3838c0391ecf26be.html']",None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/brigie-pty-ltd']",None,"['Private', 'https://www.crunchbase.com/organization/brigie-pty-ltd']",0.25,0.25,0.0,0.0,0.125
Happy Birthday Rym Atallah,http://www.rymatallah.com/,Happy Birthday Rym Atallah_Wish you a very Happy Birthday ya Ryme,rymatallah,None,"['dev@macrovue.com.au', 'https://www.crunchbase.com/organization/macrovue']","['+61451128089', 'https://www.crunchbase.com/organization/macrovue']",None,"['Dev Sinha', 'founder(s)', 'https://www.crunchbase.com/organization/macrovue']","[['AccountingBig DataFinanceSmall and Medium Businesses'], 'https://www.crunchbase.com/organization/macrovue']","['Jun 1, 2014', 'https://www.crunchbase.com/organization/macrovue']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/macrovue']",None,"['Private', 'https://www.crunchbase.com/organization/macrovue']",0.0,0.0,0.0,0.0,0.0
Find Local Businesses,http://www.findglocal.com/,,findglocal,None,None,"['+61288894022', 'https://www.crunchbase.com/organization/oneflare']",None,"['Adam Dong', 'founder(s)', 'https://www.crunchbase.com/organization/oneflare']","[['AdvertisingConsumerHome ServicesLocalSmall and Medium Businesses'], 'https://www.crunchbase.com/organization/oneflare']","['2011', 'https://www.crunchbase.com/organization/oneflare']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/oneflare']",None,"['Private', 'https://www.crunchbase.com/organization/oneflare']",0.0,0.0,0.0,0.0,0.0
New Wave Swim School - Home,http://newwaveswim.com.au/,"Learn to swim at our family owned and operated boutique Learn to Swim 
Centre in Frankston South  owned by Triple Olympic Medallist Andrew 
Lauterstein. Classes available for babies through to squad._Learn to swim at our family owned and operated boutique Learn to Swim Centre in Frankston South  owned by Triple Olympic Medallist Andrew Lauterstein.  Classes available for babies through to squad.",newwaveswim,"['24 Brighton Street"",""addressLine2"":""Frankston South, VIC 3199', 'http://newwaveswim.com.au/programs']","['info@newwaveswim.com.au', 'http://newwaveswim.com.au/programs']","['+613 9775 2235', 'http://newwaveswim.com.au/contactus']","['school age children', 'child', 'age children', 'primary school children', 'new wave swim school', 'pre-school children', 'pre-school age children', 'new wave swim school andrew lauterstein', 'baby classes', 'teachers new wave swim school']","[['VERITY LEAH ROSER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.new_wave_swim_centre_pty_limited.ecc357e1ff9878016323569185073b98.html']","['Education, Construction', 'from_classification_model']","['24 July 2014', 'https://opencorporates.com/companies/nz/5404059']","['$633,000 USD', 'https://www.dnb.com/business-directory/company-profiles.new_wave_swim_centre_pty_limited.ecc357e1ff9878016323569185073b98.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/5404059']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.new_wave_swim_centre_pty_limited.ecc357e1ff9878016323569185073b98.html']",0.25,0.25,0.0,0.0,0.125
Oaks Hotels_ Resorts & Suites | Official Website | Hotel ...,https://www.oakshotels.com/en,Oaks Hotels  Resorts & Suites offers superb hotel  serviced apartment & resort accommodation options for business & leisure travellers throughout Australia & overseas._Oaks Hotels offers a range of apartment and resort accommodation options for business and leisure travellers throughout Australia  New Zealand  Thailand and UAE,oakshotels,"['2 Dibbs St, South Townsville QLD 4810', 'https://www.oakshotels.com/en/oaks-gateway-suites/offers/oaks-gateway-discovery-member-offers']","['waterfront@theoaksgroup.com.au', 'https://www.oakshotels.com/en/oaks-waterfront-resort/offers/oaks-waterfront-discovery-member-offers']","['+61 8 8982 1898', 'https://www.oakshotels.com/en/oaks-elan-darwin/offers/oaks-elan-darwin-unionpay-offer']","['oaks hotels sydney', 'oaks broome hotel', 'location oaks hotels', 'oaks adelaide embassy suites', 'oaks glenelg liberty suites', 'new oaks toowoomba hotel', 'oaks sydney', 'oaks resorts', 'oaks hotels sunshine coast', 'oaks liwa heights hotel']","[['BRETT POINTON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.oaks_hotels__resorts_%28m_on_palmer_apartments%29_pty_ltd.65df044192aeae5b158723a8fd92e5bc.html']","[['HotelResorts'], 'https://www.crunchbase.com/organization/oaks-hotels-resorts-and-suites']","['Jan 1, 1991', 'https://www.crunchbase.com/organization/oaks-hotels-resorts-and-suites']","['$231.65 million USD', 'https://www.dnb.com/business-directory/company-profiles.oaks_hotels__resorts_%28m_on_palmer_apartments%29_pty_ltd.65df044192aeae5b158723a8fd92e5bc.html']",None,"[' Maroochydore, Queensland, Australia', 'https://www.crunchbase.com/organization/oaks-hotels-resorts-and-suites']",None,"['Private', 'https://www.crunchbase.com/organization/oaks-hotels-resorts-and-suites']",0.25,0.25,0.0,0.0,0.125
Opportunity Child,https://opportunitychild.com.au/,Education Directory helps you find the best school near you.,opportunitychild,"['EAST MELBOURNE3002VictoriaAustralia', 'https://opencorporates.com/companies/au/628444226']","['Ideas@ovo.com.au', 'https://www.crunchbase.com/organization/ovo-2']",None,None,"['Matt Jones', 'founder(s)', 'https://www.crunchbase.com/organization/ovo-2']","[['BroadcastingMedia and EntertainmentMobileMusic StreamingTelecommunicationsVideo Streaming'], 'https://www.crunchbase.com/organization/ovo-2']","['2015', 'https://www.crunchbase.com/organization/ovo-2']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ovo-2']",None,"['Private', 'https://www.crunchbase.com/organization/ovo-2']",0.0,0.0,0.0,0.0,0.0
Macpherson Kelley | law fit for business,https://mk.com.au/,Macpherson Kelley partners with you to take advantage of opportunities. Law is not an academic exercise for us  it’s about giving advice you can act on.,mk,"['40 -42 Scott Street  DANDENONG VIC 3175', 'https://mk.com.au/privacy-policy/']","['ed.browne@mk.com.au', 'https://mk.com.au/people/ed-browne/']","['+61 3 9794 2541', 'https://mk.com.au/people/kelly-dickson/']","['family law clients', 'business information', 'other businesses', 'other clients', 'australian businesses', 'businesses', 'dispute resolution business partners', 'many australian businesses', 'business consumers', 'new clients']","[['MK BERGLUND', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.mk_media_group_pty_ltd.51c2a9c1f2684d1b530caf2619f0f251.html']","[['Legal'], 'https://www.crunchbase.com/organization/marque-lawyers']","['2008', 'https://www.crunchbase.com/organization/marque-lawyers']","['$173,788 USD', 'https://www.dnb.com/business-directory/company-profiles.mk_media_group_pty_ltd.51c2a9c1f2684d1b530caf2619f0f251.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/marque-lawyers']",None,"['Private', 'https://www.crunchbase.com/organization/marque-lawyers']",0.25,0.25,0.0,0.0,0.125
Ukulele Hunt,http://ukulelehunt.com/,Ukulele Tabs  Tips  Chords and News Online. The Number One Ukulele Website.,ukulelehunt,"['2 Starkey St Forestville New South Wales 2087', 'http://ukulelehunt.com/2010/03/10/ukulele-clubs-and-groups-in-australia-and-new-zealand/']","['lukeguilford@hotmail.com', 'http://ukulelehunt.com/2010/03/10/ukulele-clubs-and-groups-in-the-uk-and-ireland-2/']",None,"['ukulele photos quorn ukulele orchestra', 'http://www.ukeonthebrain.org.uk/ ukulele moon ukulele geraldine', 'ukulele club', 'toowoomba ukulele group daventry ukulele society', 'fagersta ukulele club milton ukulele strummers klub', 'mml ukulele club brisbane ukulele musicians society', 'ukulele collective glasgow ukulele society g', 'ukulele group', 'wigan ukulele club', 'swindon ukulele club']","['Paul Wyatt', 'founder(s)', 'https://www.crunchbase.com/organization/onetab']","[['MobileMobile AppsMobile Payments'], 'https://www.crunchbase.com/organization/onetab']","['2012', 'https://www.crunchbase.com/organization/onetab']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/onetab']",None,"['Private', 'https://www.crunchbase.com/organization/onetab']",0.25,0.0,0.0,0.0,0.0625
Aquatots: Home,https://www.aquatots.com.au/,,aquatots,None,"['enquiries@aquatots.com.au', 'https://www.aquatots.com.au/news/article/?id=the-swimming-threenager']","['+612 6162 0507', 'https://www.aquatots.com.au/about-aquatots/']","['baby swim classes', 'winner aquatots baby teacher', 'swim australia babies', 'aquatots gold creek pool aquatots', 'children', 'aquatots events', 'aquatots swim school', 'child dedcution', 'swim australia adults swimming', 'child deduction']","[['Neptune Tsui ', 'Swimming Teacher_Aquatots Swim ...'], 'from linkedin search google']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Sydney Expert | The Best Things to do in Sydney | Sydney ...,https://sydneyexpert.com/,Sydney Expert is a travel blog about Sydney. Our goal is to help you plan the best Sydney Itinerary for your Australian holiday.,sydneyexpert,"['60 Riley St, Darlinghurst NSW 2010', 'https://sydneyexpert.com/sydney-celebrity-chef-restaurants/']","['dev@macrovue.com.au', 'https://www.crunchbase.com/organization/macrovue']","['+61 (2) 9238 8888', 'https://sydneyexpert.com/best-hotels-in-sydney-for-shopping-holidays/']","['sydney sydney', 'sydney sydney harbour', 'sydney exploring sydney', 'sydney lana sydney harbour national park', 'sydney grace hotel sydney copyright', 'crown towers sydney sydney expert', 'sydney tour', 'sydney park', 'visiting sydney', 'sydney harbour']","['Dev Sinha', 'founder(s)', 'https://www.crunchbase.com/organization/macrovue']","[['AccountingBig DataFinanceSmall and Medium Businesses'], 'https://www.crunchbase.com/organization/macrovue']","['Jun 1, 2014', 'https://www.crunchbase.com/organization/macrovue']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/macrovue']",None,"['Private', 'https://www.crunchbase.com/organization/macrovue']",0.25,0.25,0.0,0.0,0.125
Daily Telegraph | We're for Sydney,https://www.dailytelegraph.com.au/,We&#039;re for Sydney,dailytelegraph,"['2 Holt Street Surry Hills NSW 2010 Australia', 'https://www.dailytelegraph.com.au/help/contact-us']","['news@dailytelegraph.com.au', 'https://www.crunchbase.com/organization/the-daily-telegraph-2']","['+6102) 9288 3000', ['The Daily Telegraph, phone', 'knowledge_panel']]","['parramatta road alert', 'parramatta road', 'sydney homes', 'victoria road parramatta', 'factory street affected street', 'lucrative new home market', 'darling street affected street', 'kanahooka road alert', 'victoria road', 'mona vale road']","[['Ben Pike ', 'Journalist_News Corp'], 'from linkedin search google']","[['News'], 'https://www.crunchbase.com/organization/the-daily-telegraph-2']","['2000', 'https://www.crunchbase.com/organization/the-daily-telegraph-2']",None,None,"[' Surry Hills, New South Wales, Australia', 'https://www.crunchbase.com/organization/the-daily-telegraph-2']",None,"['Private', 'https://www.crunchbase.com/organization/the-daily-telegraph-2']",0.25,0.0,0.0,0.0,0.0625
View Jobs at Next Gen Health & Lifestyle Clubs | Expr3ss ...,https://nextgenclubs.expr3ss.com/,Career opportunities with Next Gen Health & Lifestyle Clubs now recruiting. Vacancies for jobs you'll love and flourish in_Expr3ss! … is Predictive Hiring Technology and is loved by companies of all sizes and complexities https://nextgenclubs.expr3ss.com,nextgenclubs.expr3ss,"['102 229\xa0961 LG 146\xa0Arthur Street North\xa0Sydney NSW 2060 Australia', 'https://nextgenclubs.expr3ss.com/legal']",None,"['+6102) 9334 0000', 'https://www.crunchbase.com/organization/next-gen-health-lifestyle-clubs']","['sensitive personal information', 'other information', 'broader personal information', 'information technology service providers', 'such information', 'sensitive information', 'additional information', 'certain information', 'further information', 'more information']","[['ADRIAN PATRICK HALPENNY', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.nextgen_gaming_pty_ltd.d220debec03e393e8ea008ed0d9ca60d.html']","[['FitnessHealth CareLeisureLifestyleSocial ImpactSports'], 'https://www.crunchbase.com/organization/next-gen-health-lifestyle-clubs']","['1999', 'https://www.crunchbase.com/organization/next-gen-health-lifestyle-clubs']","['$19.30 million USD', 'https://www.dnb.com/business-directory/company-profiles.nextgen_gaming_pty_ltd.d220debec03e393e8ea008ed0d9ca60d.html']",None,"[' Ryde, New South Wales, Australia', 'https://www.crunchbase.com/organization/next-gen-health-lifestyle-clubs']",None,"['Private', 'https://www.crunchbase.com/organization/next-gen-health-lifestyle-clubs']",0.5,0.0,0.0,0.0,0.125
Medellinstyle.com,https://medellinstyle.com/,,medellinstyle,None,"['customer.service@societyone.com.au', 'https://www.crunchbase.com/organization/societyone']","['1(300) 144-221', 'https://www.crunchbase.com/organization/societyone']","['de producción y de qué', 'de los niveles de volumen y el ecualizador', 'que el activo de', 'y sumamente dependiente de la región y el período de tiempo', 'que el uso de la cámara por parte de la aplicación es', 'de la música electrónica de avanzada', 'parte de la música que', 'de lo que', 'más un año de trabajo de su biblioteca de instrumentos y sonidos', 'dj y productor de la ciudad de medellín']","['Andy Taylor', 'founder(s)', 'https://www.crunchbase.com/organization/societyone']","[['Consumer LendingCreditFinancial ServicesFinTechPeer to PeerPersonal Finance'], 'https://www.crunchbase.com/organization/societyone']","['Aug 1, 2011', 'https://www.crunchbase.com/organization/societyone']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/societyone']",None,"['Private', 'https://www.crunchbase.com/organization/societyone']",0.0,0.0,0.0,0.0,0.0
surfresearch,https://www.surfresearch.com.au/,,surfresearch,"['25 – 31 Ryde Road Pymble NSW 2073 Australia', 'https://www.surfresearch.com.au/sMR.html']","['geoff@surfresearch.com.au', 'https://www.surfresearch.com.au/index.html']","['+61 02 9552 7777', 'https://www.surfresearch.com.au/rc_anmm.html']","['board design', 'board design points', 'good boards', 'many boards', 'shorter boards', 'small hand boards', 'board lengths', 'balsa boards', 'board surfing', 'nose square tail board']",None,"['Manufacturing, Agriculture', 'from_classification_model']",None,"['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.rc_miller__pl_shantz.dd5362221cf3c5cb11079abaf3448d33.html']",None,None,None,"['Partnership Independent', 'https://www.dnb.com/business-directory/company-profiles.rc_miller__pl_shantz.dd5362221cf3c5cb11079abaf3448d33.html']",0.25,0.25,0.0,0.0,0.125
Glass Pebble Swimming Pool Interiors | Blue Glass Pebble ...,https://www.blueglasspebble.com.au/,The most beautiful and durable pool interior on the market! We offer a unique  ultra-smooth  gorgeous glass pebble swimming pool interior  resulting in a stunningly vibrant array of colours which need to be seen to be believed. Blue Glass Pebble Pool Finishes deliver enduring elegance and durability with pebble pro pool interiors & glass bead pool finish.,blueglasspebble,"['PO Box 96 Geebung QLD 4034', 'https://www.blueglasspebble.com.au/contact-us.html']","['sales@blueglasspebble.com.au', 'https://www.blueglasspebble.com.au/contact-us.html']","['+617 3633 0041', 'https://www.blueglasspebble.com.au/contact-us.html']","['glass pool interiors', 'pool finishes', 'pool interiors', 'pebble photo gallery pool', 'blue glass pebble company', 'pebble swimming pool interiors', 'pools', 'swimming pool finishes', 'faded pool finishes', 'new zealand pebble pool finishes']","[['MARY ANNE BENOITON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.blue_glass_pebble_company_pty_ltd.1965286d9f2ef699457f838492dec514.html']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,"['$344,229 USD', 'https://www.dnb.com/business-directory/company-profiles.blue_glass_pebble_company_pty_ltd.1965286d9f2ef699457f838492dec514.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.blue_glass_pebble_company_pty_ltd.1965286d9f2ef699457f838492dec514.html']",0.25,0.25,0.0,0.0,0.125
Aussie Towns: Home,https://www.aussietowns.com.au/,Aussie Towns – Why Are We Here? A Definitive Travel Guide to Australian Towns and Destinations More and more people are travelling around Australia. They arrive in a town  look around  head off to the local Visitor Information Centre and are told about the local attractions – possibly a museum  an historic building  a theme […],aussietowns,"['260 "",""zoom"":6,""pois"":[{""address"":""Andamooka SA 5722 Australia', 'https://www.aussietowns.com.au/town/andamooka-sa']","['jsah_2@optusnet.com.au', 'https://www.aussietowns.com.au/town/araluen-nsw']","['+612 6978 2040', 'https://www.aussietowns.com.au/town/ardlethan-nsw']","['town information', 'town', 'town names', 'australian towns', 'holiday towns', 'country towns', 'town lots', 'small town competitiveness', 'wa towns', 'substantial towns']",None,"['Transport, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Multicultural Centre For Women's Health,https://www.mcwh.com.au/,,mcwh,"['Suite  207 , Level 2, 134 Cambridge Street Collingwood 3066, Victoria Australia', 'https://www.mcwh.com.au/accessibility-statement/']","['customers@health.com.au', 'https://www.crunchbase.com/organization/health-com-au']","['+61 (03) 9418 0999', 'https://www.mcwh.com.au/privacy-policy/']","['refugee women', 'women language', 'other women', 'many women', 'multicultural women', 'migrant women workers', 'pregnant migrant women', 'tailored migrant women', 'temporary migrant women', 'victorian women']","['Andy Sheats', 'founder(s)', 'https://www.crunchbase.com/organization/health-com-au']","[['Health CareHealth Insurance'], 'https://www.crunchbase.com/organization/health-com-au']","['Jun 20, 2011', 'https://www.crunchbase.com/organization/health-com-au']",None,None,"[' Abbotsford, New South Wales, Australia', 'https://www.crunchbase.com/organization/health-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/health-com-au']",0.25,0.25,0.0,0.0,0.125
ellaslist: Activities for Kids_ Toddlers_ Preschoolers_ Tweens ...,https://www.ellaslist.com.au/sydney,Activities for Kids  Toddlers  Preschoolers  Tweens  Teens & Parents in Sydney: Discover things to do  places to go  family friendly events  activities & more at Ellaslist.,ellaslist,"['21 , University of Wollongong, Northfields Avenue, Wollongong NSW 2522', 'https://www.ellaslist.com.au/sydney/venues/early-start-discovery-space-at-the-university-of-wollongong']","['info@finder.com.au', 'https://www.crunchbase.com/organization/finder-com-au']","['+61 2 4221 3777', 'https://www.ellaslist.com.au/sydney/venues/early-start-discovery-space-at-the-university-of-wollongong']","['private school kids', 'little children', 'free child', 'savvy school kids', 'older children', 'young children', 'child care', 'modern day children', 'additional child', 'aussie children']","[['Yvette D. ', 'Founder & CEO_ellaslist.com.au'], 'None']","[['Financial ServicesOnline Portals'], 'https://www.crunchbase.com/organization/finder-com-au']","['2006', 'https://www.crunchbase.com/organization/finder-com-au']","['$112,068 USD', 'https://www.dnb.com/business-directory/company-profiles.yvette_dubourdieu.680e48b8badeb43dfa2880506c7c9ccc.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/finder-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/finder-com-au']",0.25,0.25,0.375,0.0,0.21875
Newcastle news_ sport and weather | Newcastle Herald ...,https://www.newcastleherald.com.au/,Newcastle Herald delivers latest news from Newcastle NSW including sport  weather  entertainment and lifestyle.,newcastleherald,"['767 Hunter Street, Newcastle West NSW 2302', 'https://www.newcastleherald.com.au/business/retail/rundle-tailoring/6068/']","['fblack@fairfaxmedia.com.au', 'https://www.crunchbase.com/organization/the-newcastle-herald']","['+61249522611', 'https://www.newcastleherald.com.au/business/retail/snooze/8397/']","['newcastle council', 'newcastle nsw', 'newcastle knights', 'newcastle flights', 'newcastle staff', 'newcastle west nsw', 'newcastle herald', 'newcastle small bars', 'newcastle council appoints purser', 'newcastle airport']","[['GREGORY COLIN HYWOOD', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.newcastle_newspapers_pty_ltd.2f5c0b3eef00a17a.html']","[['Publishing'], 'https://www.crunchbase.com/organization/the-newcastle-herald']",None,"['$1.43 billion USD', 'https://www.dnb.com/business-directory/company-profiles.newcastle_newspapers_pty_ltd.2f5c0b3eef00a17a.html']",None,"[' Newcastle, New South Wales, Australia', 'https://www.crunchbase.com/organization/the-newcastle-herald']",None,"['Private', 'https://www.crunchbase.com/organization/the-newcastle-herald']",0.25,0.25,0.0,0.0,0.125
ミヤガワ ボルト GX001-65AW-PC1 8561602 ステン対応 ...,https://standenmay.com/,,standenmay,None,None,None,None,None,"['Utilities, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Macquarie Educational Tours: School Excursions Made Easy,https://schoolexcursions.net/,Macquarie Educational Tours has over 20 years experience in making school excursions easy for busy teachers. Explore Canberra  Sydney  New Zealand & more.,schoolexcursions.net,"['PO Box 1136 , Warners Bay, NSW 2282', 'https://schoolexcursions.net/contact/']","['enquiries@oes.edu.au', 'https://www.crunchbase.com/organization/online-education-services']","['1300 304 655', 'https://schoolexcursions.net/helpful-stuff/travel-insurance/']","['high school students', 'primary school students', 'school excursions', 'australian school excursions', 'school excursion itineraries', 'several school excursion programs', 'canberra students', 'amazing school excursion opportunities', 'excellent school excursion opportunities', 'australian students']",None,"[['E-LearningEducation'], 'https://www.crunchbase.com/organization/online-education-services']","['2011', 'https://www.crunchbase.com/organization/online-education-services']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/online-education-services']",None,"['Private', 'https://www.crunchbase.com/organization/online-education-services']",0.25,0.25,0.0,0.0,0.125
AquaMobile Swim School - At Home Private Swim Lessons,https://aquamobileswim.com/,AquaMobile Swim School offers high quality at home private swim lessons and lifeguarding services to our clients across the US  Canada and Australia.,aquamobileswim,None,"['info@aquamobileswim.com', 'https://aquamobileswim.com/privacy-policy/']","['+6102) 8074 3126', ['AquaMobile - At-Home Swim Lessons, phone', 'knowledge_panel']]","['private swim lesson experience', 'adult private swim lessons', 'private swim lesson plans', 'private swim instructors', 'aquamobile private swimming lessons', 'aquamobile swim school swimming lessons', 'swim lesson length', 'private swim lessons', 'aquamobile private swim lessons', 'high quality private swim lessons']",None,"['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
MyDriveHoliday: Affordable Campervan Hire_ RV_ and ...,http://www.mydriveholiday.com/,Instant Quote on RV Rentals and Campervan Hire in Australia  New Zealand  United States and Canada. Find campgrounds  itineraries  travel tips and reviews.,mydriveholiday,None,None,"['+64 3 546 9339', 'https://www.mydriveholiday.com/new-zealand/south-island/nelson/attraction-detail/kahurangi-national-park']","['rv park', 'point rv park', 'lake rv park', 'h rv park', 'peak rv park', 'estimated travel distance:135 miles', 'estimated travel distance:102 miles', 'estimated travel distance:125 miles', 'estimated travel distance:274 miles', 'estimated travel distance:2.8 miles']",None,"[['Car SharingPeer to PeerRental'], 'https://www.crunchbase.com/organization/drivemycar']","['2010', 'https://www.crunchbase.com/organization/drivemycar']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/drivemycar']",None,"['Private', 'https://www.crunchbase.com/organization/drivemycar']",0.0,0.25,0.0,0.0,0.0625
MantraHotels.com - Resorts & Hotels in Australia_ New ...,https://www.mantrahotels.com/,,mantrahotels,"['10 Brown Street  Chatswood , NSW 2067 Australia', 'https://www.mantrahotels.com/mantra-chatswood/']","['fv.res@peppers.com.au', 'https://www.mantrahotels.com/fv-by-peppers/']","['+61 7 5665 4455', 'https://www.mantrahotels.com/contact-us/']","['melbourne hotel room', 'bedroom apartment mantra', 'modern hotel rooms', 'dining room', 'room facilities', 'melbourne accommodation mantra', 'brisbane hotel rooms', 'hotel deluxe rooms', 'melbourne mantra heritage port douglas things', 'contemporary hotel rooms']","[['Jessica WILKIE', ' director'], 'https://opencorporates.com/companies/nz/1282049']","['Education, Transport', 'from_classification_model']","[' 2 April 2003', 'https://opencorporates.com/companies/nz/1282049']","['$25.72 million USD', 'https://www.dnb.com/business-directory/company-profiles.mantra_hotels__resorts_australia_pty_ltd.c2bb59ab63a7cdc0f910d067289805f9.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1282049']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.mantra_hotels__resorts_australia_pty_ltd.c2bb59ab63a7cdc0f910d067289805f9.html']",0.25,0.25,0.375,0.0,0.21875
AquaJets Swim School,https://www.aquajetsswimschool.com.au/,Come experience the AQUAJETS difference today. Awarded ASCTA(QLD) 2019 Teacher of the Year. View Courses. Open Mon-Sat. Highlights: Offering Relaxing And Enjoyable Experience  Over 15 Years Of Experience  Customer Service Available.,aquajetsswimschool,"['126 Robinson Street, Frenchville, QLD 4701', 'https://www.aquajetsswimschool.com.au/contact.html']","['sales@poolequip.com.au', 'https://www.crunchbase.com/organization/poolequip']","['+61401 258 842', 'https://www.aquajetsswimschool.com.au/contact.html']","['previous coaching experience affiliations', 'industry lifesaving weeks', 'aquajets swim school', 'excluive specials', 'reminders', 'services', 'the iclass pro app', '\u200bplease', 'date', 'partnerships']",None,"[['Retail'], 'https://www.crunchbase.com/organization/poolequip']","['Sep 8, 2003', 'https://www.crunchbase.com/organization/poolequip']","['$1.07 million USD', 'https://www.dnb.com/business-directory/company-profiles.cq_aquajets_swim_club_incorporated.00b08a47d62b3b29272b830471dbcff6.html']",None,"[' Perth, Western Australia, Australia', 'https://www.crunchbase.com/organization/poolequip']",None,"['Private', 'https://www.crunchbase.com/organization/poolequip']",0.625,0.25,0.0,0.0,0.21875
You Unlimited: Home,https://www.youunlimitedanz.com/,Want to become a Chartered Accountant? Check out career stories  insights  mentoring programs  events and be inspired by successful Chartered Accountants.,youunlimitedanz,None,"['titahikitua@aut.ac.nz', 'https://www.youunlimitedanz.com/be-inspired/indigenous-australian-and-maori-accounting/maori-accounting']","['+61 8 8113 5500', 'https://www.crunchbase.com/organization/chartered-accountants-australia-and-new-zealand']","['ca student representative', 'ca student rep', 'ashley phillips ca ca student rep lontya kalililo', 'ca student representative suggestions', 'mark valerio ca yasmine gill ca', 'william yan ca cameron good ca', 'ca anz', 'hayley psaltis ca tiffany slater ca', 'ca', 'ca student rep lontya kalililo']","[['Joe Mooney ', 'Tax Officer_Australian Taxation Office'], 'from linkedin search google']","[['Association'], 'https://www.crunchbase.com/organization/chartered-accountants-australia-and-new-zealand']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/chartered-accountants-australia-and-new-zealand']",None,"['Private', 'https://www.crunchbase.com/organization/chartered-accountants-australia-and-new-zealand']",0.0,0.0,0.0,0.0,0.0
