search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Software for dental laboratory in australia or newzealand,Omega Ceramics | Dental Laboratory_ Melbourne,https://www.omegaceramics.com.au/,ALL-ON-4™. ALL-ON-4™ Lab team Australia. The amazing ALL-ON-4™ Total Oral rehabilitations and immediate loading for your patients is only possible with ...,omegaceramics,"['161 Walker St, North Sydney NSW 2060', 'http://www.omegaceramics.com.au/page/events-2/dsd-australian-workshop-official-dsd-certified-digital-2-day-hands-on-workshop-dsd-module-one-pre-adx-course/']","['warrenroberts@dccnet.com', 'http://www.omegaceramics.com.au/page/events-2/dental-ed-october-26th-dr-warren-roberts-the-therapeutic-benefits-of-botox-in-dentistry/']","['+61 3 9826 3459', 'https://www.omegaceramics.com.au/page/omega-ceramics/contact-us/']","['dental ceramics', 'dental implants', 'omega ceramics dental laboratory smile design', 'omega ceramics dental lab', 'omega ceramics dental laboratory implant team', 'omega ceramics dental lab-', 'omega ceramics dental laboratory', 'dental laboratory', 'dental digital photography', 'omega ceramics dental lab- oratory']","[['Russell Young', 'CEO'], 'https://au.linkedin.com/in/russell-young-0316913b']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['1982', 'https://www.owler.com/company/omegapower']","['$25M', 'https://www.owler.com/company/omegapower']","['$0', 'https://www.owler.com/company/omegapower']",None,"['129', 'https://www.owler.com/company/omegapower']",None,0.25,0.25,0.0,0.0,0.125
OHS software australia or newzealand,iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice ...,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management software in australia or newzealand,Unconventional Conventions,https://unconventional.com.au/,Unconventional Conventions organises Medical Conferences and Dental Conferences in the world's most fascinating destinations. Accredited CPD.,unconventional,"['PO Box 755 Rose Bay NSW 2029', 'https://unconventional.com.au/']","['mark@unconventional.com.au', 'https://unconventional.com.au/privacy-policy/']","['+61 2 8011 4711', 'https://unconventional.com.au/contact-us/']","['past conferences dental conferences', 'high quality dental conferences', 'personal information', 'unconventional conventions antarctica conference', 'glamping dental conferences', 'myanmar dental conferences', 'unconventional conventions search unconventional conventions medical conferences', 'americans convention dental conferences', 'mysterious myanmar dental conferences', 'dental conferences']","[['William Gooderson', 'Managing_Director'], 'https://au.linkedin.com/in/willgooderson']","['IT - Software, Education', 'from_classification_model']","[' 6 August 2020', 'https://opencorporates.com/companies/au/643265427']","['$428,000 USD', 'https://www.dnb.com/business-directory/company-profiles.the_unconventional_kitchen_pty_ltd.762407448fe2ea8d7267a0167df850b7.html']",None,"['Australia', 'https://opencorporates.com/companies/au/643265427']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.the_unconventional_kitchen_pty_ltd.762407448fe2ea8d7267a0167df850b7.html']",0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,eDen Education: Online Dental Education & Courses,https://www.e-deneducation.com/,Kris E Schermerhorn  Certified Dental Technician  USA. Kris's experience in the dental laboratory industry began as a youth working in his fathers dental ...,e-deneducation,"['174 FAIRFIELD STREET FAIRFIELD EAST, NEW SOUTH WALES, 2165 Australia', 'https://www.dnb.com/business-directory/company-profiles.aziz_dental_practice_pty_ltd.00ac87245cb100f15f30370754476a29.html']","['kristine@kristineberry.com', 'https://www.e-deneducation.com/courses/dental-education-contributors/kristine-berry-rdh-evillage-editorial-director/']","['+61432 973 664', ['eDen Dental Education, phone', 'knowledge_panel']]","['dental cpd', 'dental technician education', 'dental cpd education', 'dental education', 'dental health', 'dental cpd education providers', 'dental professionals', 'dental cpd education webinars', 'dental prosthetist', 'ongoing dental education courses']","[['SABAH AZIZ', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.aziz_dental_practice_pty_ltd.00ac87245cb100f15f30370754476a29.html']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,"['$997,880 USD', 'https://www.dnb.com/business-directory/company-profiles.aziz_dental_practice_pty_ltd.00ac87245cb100f15f30370754476a29.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.aziz_dental_practice_pty_ltd.00ac87245cb100f15f30370754476a29.html']",0.0,0.0,0.0,0.0,0.0
health and safety management programs australia OR new zealand,ANZ Personal Banking | Accounts_ credit cards_ loans ...,https://www.anz.com.au/personal/,Jul 17  2020 - ANZ offers a range of personal banking and business financial solutions. Services include internet banking  bank accounts  credit cards  home ...,anz,"['4338 Melbourne, VIC 8060', 'https://www.anz.com.au/personal/investing-super/investment-loans/']","['investmentlending@anz.com', 'https://www.anz.com.au/personal/investing-super/investment-loans/']","['+61 3 9683 8833', 'https://www.anz.com.au/security/report-fraud/']","['anz frequent flyer black card anz', 'anz credit cards', 'anz', 'anz customers', 'anz products', 'anz transactions', 'anz business credit cards', 'anz investment loans', 'anz rewards', 'anz business']","[['Kevin Tunstall ', 'Branch Manager_ANZ'], 'from linkedin search google']","['Finance and insurance, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,tefma,https://www.tefma.com/,TEFMA conducts an extensive annual benchmarking survey of its member institutions to gather comparative costs and performance data for a range of facilities ...,tefma,"['2002 Mike Hubbard Victoria University Wellington 2001', 'https://www.tefma.com/scholarship-winners']","['brian.fenn@optusnet.com.au', 'https://www.tefma.com/benchmarking-resources']","['+61 3 6234 5958', 'https://www.tefma.com/']","['tefma board tefma secretariat', 'tefma conference scholarship tefma', 'tefma update tefma clever campus awards tefma travel scholarship tefma distinguished service award', 'tefma awards', 'tefma board', 'tefma president', 'tefma awards dinner', 'tefma institutional associate members', 'tefma secretariat', 'tefma clever campus']","[['Steve Taylor', 'CEO'], 'https://gjkfacilityservices.com.au/tefmas-new-education-partner/']","['Mining, oil and gas, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dentists in australia or newzealand,NZRelo -The Home of Kiwis in Australia & Relocating to ...,https://www.nzrelo.com/,NZRelo The Home of Kiwis in Australia & Moving to Australia is the greatest website specifically built for New Zealanders relocating - Citizenship Advice  ...,nzrelo,"['89 SOVEREIGN DR TWO ROCKS, WESTERN AUSTRALIA, 6037 Australia', 'https://www.dnb.com/business-directory/company-profiles.nzrelocomau_pty_ltd.2b3f910ed2d11e527d9b6ef0dbb10869.html']","['renei@nzrelo.com.au', 'https://www.nzrelo.com/reece-adams-fund/']","['+61407505997', 'https://www.nzrelo.com/forums/reply/1041487/']","['new zealand roads', 'new zealand driving times', 'forums new zealand', 'new zealand driving holidays', 'amazing scenery new zealand', 'new south', 'new south wales', 'drivers', 'victoria new zealand rental cars reply', 'primary school australia rental cars driving restrictions australia toyota rav4']","[['Mark Berger', 'founder'], 'https://www.nzrelo.com/nzrelo-brings-on-kiwi-finance-specialist-budget-advisor-for-their-members/']","['Utilities, Services - professional, scientific, and technical', 'from_classification_model']","['22 February 2017', 'https://opencorporates.com/companies/nz/6241687']","['$2.47 million USD', 'https://www.dnb.com/business-directory/company-profiles.nzrelocomau_pty_ltd.2b3f910ed2d11e527d9b6ef0dbb10869.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/6241687']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.nzrelocomau_pty_ltd.2b3f910ed2d11e527d9b6ef0dbb10869.html']",0.0,0.25,0.25,0.0,0.125
Dental management software in australia or newzealand,Dematic,https://www.dematic.com/,Welcome to Dematic North America. Supply Chain Automation  Material Handling  Warehouse Management  Logistics  Software & IT  and Consulting Services.,dematic,"['67c Allens Road, East Tamaki, Auckland2013NZ', 'https://opencorporates.com/companies/nz/1794419']","['dpo@dematic.com', 'https://www.dematic.com/en-au/legal/privacy-policy/']","['+61 2 9486 5555', 'https://www.dematic.com/en-au/']","['de procesamiento de pedidos de comercio', 'processo de produção de cargas de', 'sólida de opciones de productos de calidad', 'de cada unidad de dematic son', 'de dematic y', 'las soluciones de transporte de cada unidad de dematic almacenan', 'soluções de transporte de', 'de opções de alta', 'de processamento de materiais', 'de execução de armazéns']","[['Hasan Dandashly', 'CEO'], 'https://sclaa.com.au/dematic-celebrates-200th-anniversary/']","['Agriculture, IT - Software', 'from_classification_model']","['27 April 2006', 'https://opencorporates.com/companies/nz/1794419']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1794419']",None,"['Overseas ASIC Company', 'https://opencorporates.com/companies/nz/1794419']",0.0,0.25,0.0,0.0,0.0625
Dental management software in australia or newzealand,Dentist Job Search: Find Jobs,http://dentistjobsearch.com.au/,Dentist Job Search provides a job listings search engine for dentists looking for work in Australia  New Zealand or other parts of the world.,dentistjobsearch,"['Level  1 , 4-10 Bay St Double Bay NSW 2028', 'http://dentistjobsearch.com.au/short_lists/view']","['mervsaultry@nationaldentalfoundation.org.au', 'http://dentistjobsearch.com.au/job_adverts/index/page:17?country_id=1']","['0419 299 836', ['Dentist Job Search Pty Ltd., phone', 'knowledge_panel']]","['general dental practice', 'general practice', 'busy general practice', 'modern general practice', 'dental practice group', 'largest dental practice network', 'private practice experience', 'australian practice experience', 'busy practice', 'practice']",None,"['Education, Healthcare', 'from_classification_model']","['26 September 2018', 'https://opencorporates.com/companies/au/629047052']",None,None,"['Australia', 'https://opencorporates.com/companies/au/629047052']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/629047052']",0.25,0.75,0.0,0.0,0.25
Dental practice management system in australia or newzealand,Welcome - Group | MORITA,https://www.morita.com/group/en/,Morita for specialists. Dental Specialists. Endodontic · Periodontics · Orthodontics. Medical Specialists. ENT · Radiology. © 2020 J. MORITA CORP. All Rights ...,morita,"['Suite  2 .05  247 Coward Street Mascot NSW 2020 Australia', 'https://www.morita.com/jmtmc/ja/contact/how-to-find-morita/j-morita-corp-australia-new-zealand/7358/']","['privacyhotline@jmorita-mfg.co.jp', 'https://www.morita.com/anz/en/disclaimer/']","['+6495-819-7704', 'https://www.morita.com/jmtmc/ja/news-events/event/%E6%97%A5%E6%9C%AC%E5%8F%A3%E8%85%94%E5%A4%96%E7%A7%91%E5%AD%A6%E4%BC%9A-%E7%AC%AC65%E5%9B%9E-%E7%B7%8F%E4%BC%9A%E3%83%BB%E5%AD%A6%E8%A1%93%E5%A4%A7%E4%BC%9A/59857/']","['review x-ray images', 'high image quality', 'x-ray beam', 'x-ray systems', 'x-ray', 'x-ray units', 'image quality', 'x-ray diagnostics', 'less x-ray dose', 'x-ray combination systems']","[['Haruo Morita', 'CEO'], 'https://www.morita.com/group/en/morita/']","['Healthcare, Manufacturing', 'from_classification_model']",None,"['$2.56 million USD', 'https://www.dnb.com/business-directory/company-profiles.j_morita_corporation.95ad199ff42fe1b8ce8291ee3346d5bd.html']",None,None,None,"['Foreign\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.j_morita_corporation.95ad199ff42fe1b8ce8291ee3346d5bd.html']",1.0,0.25,0.75,0.0,0.5
Dental office management software in australia or newzealand,New Zealand Wound Care Society: Home,https://www.nzwcs.org.nz/,The New Zealand Wound Care Society Inc (NZWCS) is a voluntary organisation made up of health care professionals from a variety of disciplines who share a ...,nzwcs,None,None,None,"['new zealand wound care society', 'new zealand wound care society 9th national conference', 'new zealand wound care society 8th national conference', 'fergusson road new zealand wound care society', 'pressure injury zealand', 'wound care association', 'pressure injury prevention', 'pressure injury day', 'pressure injury', 'pressure injuries']",None,"['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Educational Systems australia,Study Abroad & Overseas Education | IDP Global,https://www.idp.com/global,"International education experts. Haley Hollandsworth  Studying in Australia. ""I cannot recommend the IDP team highly enough. They took the time to find ...",idp,"['Level  8 535 Bourke Street MELBOURNE 3000 Victoria Australia', 'https://www.idp.com/global/privacy-policy/']","['privacyofficer@idp.com', 'https://www.idp.com/global/privacy-policy/']","['+61 2 9284 9666', 'https://www.idp.com/global/privacy-policy/']","['new international students', 'university students', 'other international students', 'many international students', 'uk international students', 'other idp students', 'many international student events', 'most international students', 'international student groups', 'undergraduate international students']","[['Anne Simonds ', 'Australia and New Zealand_LinkedIn'], 'from linkedin search google']","['Education, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management platform in australia or newzealand,Carestream Dental,http://www.carestreamdental.com.au/,Carestream Dental Pty Ltd Suite 703  Level 7  18-20 Orion Road Lane Cove West NSW 2066. Australia. Welcome to the Carestream Dental Support Website.,carestreamdental,None,None,"['1800 223 603', ['Carestream Dental Pty Ltd, phone', 'knowledge_panel']]",None,"[['David Westgate', 'CEO'], 'https://www.carestream.com/en/us/newsandevents/news-releases/2018/david-westgate-named-chairman-president-and-ceo-of-carestream-health']","['Services - professional, scientific, and technical, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental management software in australia or newzealand,South Gippsland Dental Clinic: Home,http://www.sgdental.com.au/,At South Gippsland Dental Clinic we believe that it is important for you to understand your dental conditions well so you can make a fully informed decision.,sgdental,"['2 Princes Street Auckland, AUCKLAND, 1010 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.sg_dental_care_limited.5158e4fb184807c7b43522c37cc192a5.html']",None,"['+6103) 5662 5000', ['South Gippsland Dental Clinics, phone', 'knowledge_panel']]","['teeth whitening', 'teeth', 'south gippsland dental clinic', 'natural teeth', 'whiter teeth', 'cerec teeth', 'missing teeth', 'broken teeth', 'damaged teeth', 'discoloured teeth']","[['SHADI GARSHASBI', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.sg_dental_care_limited.5158e4fb184807c7b43522c37cc192a5.html']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['24 February 2016', 'https://opencorporates.com/companies/nz/5894368']","['$1.05 million USD', 'https://www.dnb.com/business-directory/company-profiles.sg_dental_care_limited.5158e4fb184807c7b43522c37cc192a5.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/5894368']",None,"['Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.sg_dental_care_limited.5158e4fb184807c7b43522c37cc192a5.html']",0.0,0.0,0.75,0.0,0.1875
Dental practice management system in australia or newzealand,Dentist in Burpengary | Dental Clinic in Burpengary,https://burpengarydentist.com/,Burpengary Dental - Australia dental burpengary provide all king if dental solutions to you and your family. To get best dental solutions book appointment now.,burpengarydentist,"['3 , 23 Progress Road Burpengary QLD 4505', 'https://burpengarydentist.com/dental-emergency/']",None,"['+617 38889125', 'https://burpengarydentist.com/hello-world/']","['australia dental burpengary australia dental burpengary', 'australia dental burpengary talks teeth', 'australia dental burpengary dentist', 'australia dental burpengary regular examination dental emergencies', 'australia dental burpengary services', 'tooth roots', 'other teeth', 'australia dental burpengary advice', 'first teeth', 'healthy teeth']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['20 January 2015', 'https://opencorporates.com/companies/au/603786554']",None,None,"['Australia', 'https://opencorporates.com/companies/au/603786554']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/603786554']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,New Zealand Dental Association: Home,https://www.nzda.org.nz/,The New Zealand Dental Association (NZDA) is the professional association for New Zealand dentists. As well as providing services for its members  the NZDA ...,nzda,"['Unit  4 /16 See Street Bargara 4670 Australia', 'https://www.nzda.org.nz/courses-events/courses-event-search']",None,"['+61 2 8935 0600', 'https://www.nzda.org.nz/courses-events/courses-event-search/P40']","['dental care dental', 'new zealand dental practice dr', 'dental courses', 'dental education courses', 'dental amalgam nzda statement', 'general dental practice', 'based dental practice', 'private dental practice', 'best dental practice', 'dental council new zealand']","[['Heather Stewart ', 'Dental Nurse_HCF Australia'], 'from linkedin search google']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/9429042688839']",None,"['Incorporated Society', 'https://opencorporates.com/companies/nz/9429042688839']",0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Dolphin Imaging,https://www.dolphinimaging.com/,Dolphin Imaging and Management Solutions is a leading global provider in 2D/3D imaging  diagnostic  practice management and patient education software for ...,dolphinimaging,None,None,None,"['patterson dental supply', 'patterson dental', 'pacific time', 'a scheduled weekly training session', 'the dolphin support team', 'weekly', 'our live chat hours', 'saturday - sunday', 'inc. all rights', 'monday - friday']","[['Jaime Valenzuela ', 'Service Manager_Contact ...'], 'from linkedin search google']","['IT - Software, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental management software in australia or newzealand,Wiley Online Library | Scientific research articles_ journals ...,https://onlinelibrary.wiley.com/,One of the largest and most authoritative collections of online journals  books  and research resources  covering life  health  social  and physical sciences.,onlinelibrary.wiley,None,"['example@email.com', 'https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/1878-0261.12807']","['+614-2019-0020', 'https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.616']","['bargaining power', 'more bargaining power', 'full bargaining power', 'increasing female bargaining power', 'female bargaining power', 'low bargaining power', 'relative bargaining power', 'complete bargaining power', 'more children', 'higher power']","[[""Janine O'Flynn "", 'Professor of Public Management ..._LinkedIn'], 'from linkedin search google']","['Agriculture, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Dental clinic software in australia or newzealand,New Age Dental,https://newagedental.com.au/,Our team at New Age Dental Bundoora would like to extend a very warm welcome to you. You can call us on (03) 9467 6759 to schedule an appointment.,newagedental,"['Suite  5 , Level 1,20 Scholar Drive,Bundoora VIC 3083', 'http://newagedental.com.au/contact-dentist-bundoora/']","['info@newagedental.com.au', 'http://newagedental.com.au/contact-dentist-bundoora/']","['+613 9467 6759', 'https://newagedental.com.au/time-use-lose/']","['dental implant teeth', 'dental examination cosmetic dental treatments', 'dental clinic dental implants', 'dental treatment', 'general dental treatments', 'dental implant treatment', 'great dental treatment', 'preventative dental care treatments', 'cosmetic dental treatments', 'dental health']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management software in australia or newzealand,Dentinal Tubules |,https://www.dentinaltubules.com/,At Dentinaltubules  we provide more than just CPD  more than just EDUCATION  We are an organisation of Tubulites who INSPIRE  GROW  THRIVE ...,dentinaltubules,None,"['contact@tubules.com', 'https://www.dentinaltubules.com/privacy-policy']",None,"['study club moor park study club', 'study club newcastle study', 'worcester study club ze student study club', 'design neral study club wimbledon study club', 'cardiff study club newcastle study', 'bath study club dadar study group east midlands study club medical emergencies', 'bath study club dadar study group', 'south devon study club moor park study club', 'study club', 'study club practice']","[['Raj Rattan MBE ', 'Dental Director_Dental ...'], 'from linkedin search google']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Software for dentists in australia or newzealand,Dr De Angelis - Adelaide Orthodontist | Platinum Invisalign ...,https://transformorthocare.com.au/,T 133 TOC F 08 8330 0439 info@transformorthocare.com.au · social · Privacy Policy/Disclaimer. © Transform Orthodontic Care™ 2020. All Rights Reserved ...,transformorthocare,"['151 Brebner Drive, West Lakes SA 5021 Australia', 'https://transformorthocare.com.au/contact-us/']","['info@transformorthocare.com.au', 'https://transformorthocare.com.au/']","['+618 8330 0439', 'https://transformorthocare.com.au/']","['orthodontic treatment', 'early orthodontic treatment', 'treatment times', 'invisalign treatment', 'early treatment', 'treatment', 'treatment early intervention', 'patient treatment', 'faster treatment time', 'appropriate early treatment']","[['Dr Daniel De Angelis', 'CEO'], 'https://transformorthocare.com.au/contact-us/']","['Healthcare, Agriculture', 'from_classification_model']","['11 May 2017', 'https://opencorporates.com/companies/nz/6280310']","['$6.91 million USD', 'https://www.dnb.com/business-directory/company-profiles.transform_orthodontic_care_pty_ltd.10d1565d8dc35f7b19fda21bb48d8166.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/6280310']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.transform_orthodontic_care_pty_ltd.10d1565d8dc35f7b19fda21bb48d8166.html']",1.0,0.25,0.5,0.0,0.4375
Software for dental laboratory in australia or newzealand,Academic & University News | Times Higher Education (THE),https://www.timeshighereducation.com/,By using the THE website you agree to our use of cookies as described in our cookie policy. OK. Skip to main content. Close. Menu. Times Higher Education.,timeshighereducation,None,"['val.pearce@timeshighereducation.com', 'https://www.timeshighereducation.com/contact-us']","['+61 (0)3 9596 4842', 'https://www.timeshighereducation.com/unijobs/en-au/?CulturePreference=en-AU']",None,"[['Jarrod Kanizay', 'Managing_Director'], 'https://au.linkedin.com/in/jarrodkanizay']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Software for dentists in australia or newzealand,Online Dental Practice Management Software | Praktika ...,https://praktika.com.au/,Praktika - Online Dental Practice Management Software. Made in Australia. Try it for free today. Private Cloud Based. Features: appointments  patient records  ...,praktika,"[""2 /44-48 O'Dea Ave, Waterloo NSW 2017"", 'https://praktika.com.au/compatible_equipment.html']","['dentalsales@gunz.com.au', 'https://praktika.com.au/compatible_equipment.html']","['1300 325 735', ['Praktika, phone', 'knowledge_panel']]","['praktika praktika', 'new praktika website praktika', 'melbourne praktika contacts praktika', 'praktika software', 'praktika dental app', 'praktika minor new features', 'praktika online dental software', 'praktika system', 'praktika dental software', 'i1120 praktika dental']","[['Dmitri Girski', 'Managing_Director'], 'https://au.linkedin.com/in/mitek17']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Dental practice management software in australia or newzealand,National Dental Care | Providing Superior Dental Services,https://www.nationaldentalcare.com.au/,Find Your Nearest Dental Practice. National Dental Care is an Australia-wide network of dental practices  committed to provide the highest quality dentistry ...,nationaldentalcare,"['6 Holt St McMahons Point NSW 2060', 'https://www.nationaldentalcare.com.au/privacy']","['reception@nationaldentalcare.com.au', 'https://www.nationaldentalcare.com.au/privacy']","['1300 613 805', 'https://www.nationaldentalcare.com.au/smilefund']","['national dental care dentist', 'patients teeth', 'teeth', 'other teeth', 'local national dental care dentist', 'wisdom teeth', 'regular teeth', 'professional teeth', 'tooth infection', 'healthy teeth']","[['Craig Stevens', 'CEO'], 'https://www.nationaldentalcare.com.au/company/executive-team']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['20 September 2012', 'https://opencorporates.com/companies/au/160442071']","['$64.14 million USD', 'https://www.dnb.com/business-directory/company-profiles.national_dental_care_limited.9620e682c6648f2916273222d62f9e5f.html']",None,"['Australia', 'https://opencorporates.com/companies/au/160442071']",None,"['Public\xa0Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.national_dental_care_limited.9620e682c6648f2916273222d62f9e5f.html']",0.625,0.25,0.0,0.0,0.21875
Software for dentists in australia or newzealand,MedEntry NZ UCAT Preparation,https://www.medentry.co.nz/,MedEntry gets more students into medicine each year than all other UCAT preparation courses combined. Find out why MedEntry is number 1 for UCAT ...,medentry,"['126 Jukes Road, Fawkner, Victoria 3060', 'https://www.medentry.co.nz/?Itemid=263']","['askflinders@flinders.edu.au', 'https://www.medentry.co.nz/resources/university-contacts']","['+61393590302', 'https://www.medentry.co.nz/terms']",None,"[['Ed Boyapati ', 'Principal_MedEntry'], 'from linkedin search google']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental management software in australia or newzealand,Royal Australasian College of Dental Surgeons | Let ...,https://racds.org/,RACDS pays respect to Elders past  present and emerging. Media enquiries. Email us · Media Kit. Contact us. info@racds.org.,racds,"['Level 13 37 York St SYDNEY, NSW 2000 AUSTRALIA', 'https://racds.org/events/cpd-masterclass-may-2020/']","['caitlin.connolly@racds.org', 'https://apps.racds.org//iMIS/WordPress/SSOLogin.aspx?WebsiteKey=44c8002f-e2d9-41b0-a350-a6a8b7dce41f']","['+61 2 9262 6044', 'https://racds.org/privacy-policy']","['personal information racds collects', 'final examination personal information', 'personal information racds', 'personal information', 'other information', 'unsolicited personal information', 'college fellowship', 'college membership', 'such information', 'date information']","[['Karen Luxford', 'Managing_Director'], 'https://bitemagazine.com.au/dr-karen-luxford-appointed-ceo-racds/']","['Education, IT - Software', 'from_classification_model']","['11 January 2019', 'https://opencorporates.com/companies/au/630943225']",None,None,"['Australia', 'https://opencorporates.com/companies/au/630943225']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/630943225']",0.25,0.25,0.75,0.0,0.3125
Dental practice management software in australia or newzealand,NZ Herald - Breaking news_ latest news_ business_ sport and ...,https://www.nzherald.co.nz/,Latest breaking news articles  photos  video  blogs  reviews  analysis  opinion and reader comment from New Zealand and around the World - NZ Herald.,nzherald,"['80 ,000 EVs on New Zealand road by 2023 NZ', 'https://www.nzherald.co.nz/']","['dylan.cleaver@nzherald.co.nz', 'https://www.nzherald.co.nz/sport/news/article.cfm?c_id=4&objectid=12056958']",None,"['new zealand people', 'former new zealand player', 'new zealand rugby', 'new zealand', 'most new zealand people', 'new zealand sport', 'new zealand rugby league', 'new zealand rugby union', 'new zealand herald', 'new zealand travel']","[['Dinesh Singh AMARNATH', ' director'], 'https://opencorporates.com/companies/nz/1870385']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","[' 4 October 2006', 'https://opencorporates.com/companies/nz/1870385']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1870385']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1870385']",0.25,0.0,0.0,0.0,0.0625
Software for dental laboratory in australia or newzealand,Dentsply Sirona | USA,https://www.dentsplysirona.com/,Welcome to the NEW Dentsply Sirona site for US dental professionals. Discover  shop & learn about world-class dental innovations  products  services and CE ...,dentsplysirona,"['22 Main Road Katikati 3129 New Zealand', 'https://www.dentsplysirona.com/en/legal/dentsply-sirona-inc.html']","['info@mt21.ru', 'https://www.dentsplysirona.com/ru-ru/service/contact.html']","['+61 1300 552 929', 'https://www.dentsplysirona.com/en-au/explore/implantology/stepps.html']","['dentsply sirona academy bensheim hat dentsply sirona', 'dentsply sirona implants products', 'dentsply sirona easy implant installation', 'dentsply sirona implants', 'certain dentsply sirona products', 'dentsply sirona implants websites', 'dentsply sirona academy', 'germany dentsply sirona', 'dentsply sirona devices', 'dentsply sirona digital']","[['Mike Stone', 'Managing_Director'], 'https://news.dentsplysirona.com/en/corporate-news/2016/mike-stone-appointed-as-managing-director--dentsply-sirona-austr.html']","['Utilities, Services - professional, scientific, and technical', 'from_classification_model']","['25 November 2004', 'https://opencorporates.com/companies/au/111950602']",None,None,"['Australia', 'https://opencorporates.com/companies/au/111950602']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/111950602']",0.25,0.25,0.0,0.0,0.125
