search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Dental management software in australia or newzealand,Henry Schein One Australia: Dental Practice Management ...,https://henryscheinone.com.au/,Why dentists love Henry Schein One. Listen to how we've helped these dental practices accelerate their practice performance.,henryscheinone,"['Quigg Partners, Level 7, 36 Brandon Street, Wellington6011NZ', 'https://opencorporates.com/companies/nz/1008243']","['marketing.anz@henryscheinone.com.au', 'https://henryscheinone.com.au/news/a-new-chapter/']","['1300 658 822', ['Henry Schein Australia, phone', 'knowledge_panel']]","['dental practices', 'dental practice management', 'dental practice management software', 'dental practice data', 'many dental practices', 'other dental practices', 'dental practice owners', 'most dental practices', 'leading dental practice management software provider henry schein', 'leading dental practice management software provider']","[['Michael ZACK', ' director'], 'https://opencorporates.com/companies/nz/1008243']","['IT - Software, Healthcare', 'from_classification_model']","['16 December 1999', 'https://opencorporates.com/companies/nz/1008243']","['$1.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1008243']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",0.375,0.75,0.375,0.0,0.375
Dental practice management software in australia or newzealand,Transparency Market Research: Market Research Reports ...,https://www.transparencymarketresearch.com/,Transparency Market Research offers meticulously researched market studies backed by 4 million hours of research experience. Currently handling over 350 ...,transparencymarketresearch,None,"['hr@transparencymarketresearch.com', 'https://www.transparencymarketresearch.com/career/home']",None,"['market injection molded plastics market', 'market report', 'global construction market', 'markets', 'market research', 'global antibacterial drugs market', 'global atrial fibrillation market asia pacific endocrine testing market', 'market players', 'market trends', 'oil market report']","[['Community Acquired Pneumonia Market ', 'Global ..._LinkedIn'], 'from linkedin search google']","['Finance and insurance, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental office management software in australia or newzealand,ADA NSW - Home,https://www.adansw.com.au/Home,70% of dentists  79% of specialists and 83% of dental students are ADA NSW members. Join now! JOIN ADA NSW NOW >. Advisory Services. On-call  dentist-to- ...,adansw,"['1 Atchison Street\rST LEONARDS NSW 2065', 'https://www.adansw.com.au/CPD/Courses']","['practiceservices@adansw.com.au', 'https://www.adansw.com.au/Members/PracticeServices']","['+61 2 8436 9 932', 'https://www.adansw.com.au/CPD/Venue-Hire.aspx']","['dental practice', 'upcoming courses free dental treatment', 'dental practice teams', 'dental treatment', 'private dental practice', 'dental techniques', 'dental implant practice', 'general dental practice', 'dental patients', 'dr']","[['Matthew Hopcraft', 'CEO'], 'https://www.adansw.com.au/CPD/CPD-Presenters/Matthew-Hopcraft.aspx']","['Education, Healthcare', 'from_classification_model']","['27 September 2006', 'https://opencorporates.com/companies/au/121936052']",None,None,"['Australia', 'https://opencorporates.com/companies/au/121936052']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/121936052']",0.25,0.25,0.0,0.0,0.125
Dental office management software in australia or newzealand,Dental Practice Management Software | Henry Schein One NZ,https://henryscheinone.co.nz/,... of dental practice management software plus consultancy services for New Zealand ... Why dentists love Henry Schein One ... sales@henryscheinone.co.nz.,henryscheinone,"['Quigg Partners, Level 7, 36 Brandon Street, Wellington6011NZ', 'https://opencorporates.com/companies/nz/1008243']","['marketing@henryscheinone.co.nz', 'https://henryscheinone.co.nz/blog/success-story-request/']","['+64 4 499 4820', 'https://henryscheinone.co.nz/news/keeping-up-to-date-with-covid-19']","['dental practices', 'dental practice management software', 'dental practice owners', 'many dental practices', 'patient recall patient', 'dental practice management henry schein one', 'dental patients', 'exact dental practice software affordability', 'one new zealand dental practices', 'practice']","[['Michael ZACK', ' director'], 'https://opencorporates.com/companies/nz/1008243']","['IT - Software, Healthcare', 'from_classification_model']","['16 December 1999', 'https://opencorporates.com/companies/nz/1008243']","['$1.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1008243']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.henry_schein_one_australia.a90bc3ce0bd57692.html']",0.375,0.25,0.375,0.0,0.25
Dental management software in australia or newzealand,Mascot Dental Clinic: Dentist Mascot | Keeping You Smiling,https://www.mascotdentalclinic.com.au/,Welcome to. Mascot Dental Clinic. Keeping you smiling. Contact Us Today! ... reception@mascotdentalclinic.com.au. Send. Your message has been sent!,mascotdentalclinic,"['02 ) 9098 6990 Address Shop 3 G/F 244 Coward St Mascot NSW 2020', 'https://www.mascotdentalclinic.com.au/contact-us.html']","['reception@mascotdentalclinic.com.au', 'https://www.mascotdentalclinic.com.au/book-online.html']","['+6102) 9098 6990', ['Mascot Dental Clinic, phone', 'knowledge_panel']]","['teeth', 'other teeth', 'natural teeth', 'permanent teeth', 'adjacent teeth', 'tooth whitening', 'missing teeth', 'teeth alignment', 'wisdom teeth', 'tooth movement']","[['Bassem Fouad', 'CEO'], 'https://au.linkedin.com/in/bassem-fouad-26119321']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,"['$115,825 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_sj__sm_wright_discretionary_trust.d21d03c8f371549269551e501cf740c7.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_sj__sm_wright_discretionary_trust.d21d03c8f371549269551e501cf740c7.html']",1.0,0.0,0.0,0.0,0.25
Software for dentists in australia or newzealand,LIME Network: Home,https://www.limenetwork.net.au/,The LIME Network Indigenous Pathways into Medicine Online Resource is designed to help future students determine which university will be the best fit for ...,limenetwork.net.au,"['Level  13 , 37 York Street, Sydney NSW 2000', 'https://www.limenetwork.net.au/pathwaysp/royal-australasian-college-of-dental-surgeons-racds/']","['ndigenoushealth@anzca.edu.au', 'https://www.limenetwork.net.au/pathwaysp/australian-and-new-zealand-college-of-anaesthetists-anzca-and-its-faculty-of-pain-medicine-fpm/']","['+61 8 8920 0293', 'https://www.limenetwork.net.au/pathway/bachelor-of-clinical-sciences-doctor-of-medicine-bclinsci-md/']","['indigenous medical students', 'indigenous health education', 'indigenous health research', 'indigenous health care', 'indigenous health curriculum', 'indigenous health outcomes', 'indigenous health development', 'indigenous health organisation staff university', 'indigenous health', 'indigenous health initiatives']","[['Gregory Phillips ', 'CEO_ ABSTARR Consulting_.'], 'from linkedin search google']","['Education, Healthcare', 'from_classification_model']","['22 August 2018', 'https://opencorporates.com/companies/au/628322930']",None,None,"['Australia', 'https://opencorporates.com/companies/au/628322930']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/628322930']",0.25,0.25,0.0,0.0,0.125
Software for dentists in australia or newzealand,Dental ED: Home,https://www.dentaledglobal.com/home/,... in the U.S.A  Australia  Singapore  China and India. If you have a query  use ourcontact form or call our head office in Australia. support@dentaledglobal.com.,dentaledglobal,"['201 Alexander road BELMONT Western Australia Australia', 'https://www.dentaledglobal.com/study-clubs/305-perth-3m-hygienist']","['mhmdnk@163.com', 'https://www.dentaledglobal.com/study-clubs/355-shenyang']","['+61 (7)  3878 1500', 'https://www.dentaledglobal.com/study-clubs/138-indooroopilly']","['dr. jason smithson dr.', 'dr. jocelyn shand dental', 'dental ed study clubs', 'dr.', 'dr. mauro fradeani dr. eric van dooren', 'study club contact clifford dr. mauro fradeani', 'zeiss dental academy', 'dental school', 'dr. peter dawson educational disclaimer dr. cherilyn sheets', 'dr. rubinstein']","[['Emanuel Recupero', 'CEO'], 'https://au.linkedin.com/in/emanuel-recupero-7963725b']","['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,Welcome to the Dental Community,https://www.dentalcommunity.com.au/,Welcome to the Dental Community.,dentalcommunity,"['PO Box 586 Cammeray NSW 2062 AUSTRALIA', 'https://www.dentalcommunity.com.au/pages/contact-us']",None,None,"['dental community', 'australasian dental practice', 'user information', 'the dental community website', 'the entire dental community website', 'user information information', 'other confidential information', 'information', 'third party', 'third party advertiser']","[['Mike Stone', 'Managing_Director'], 'https://www.dentalcommunity.com.au/news/mike-stone-appointed-as-managing-director-dentsply-sirona-australia-and-new-zealand/70b39d61-494f-074c-3f02-57b549bd3104']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
OHS software australia or newzealand,iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice ...,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental clinic software in australia or newzealand,Riken Dental: Home,https://www.rikendental.com.au/,Welcome to Riken Dental! We are a dental practice located in the Adelaide CBD offering quality  stress-free dentistry services.,rikendental,"['22 King William Street Adelaide SA 5000', 'https://www.rikendental.com.au']","['reception@rikendental.com.au', 'https://www.rikendental.com.au/covid-19-response/']","['1300 363 992', 'https://www.rikendental.com.au/privacy-policy/']","['teeth whitening treatments', 'dental implants replacement teeth', 'teeth', 'tooth roots', 'tooth loss', 'tooth replacement', 'tooth decay', 'natural teeth', 'tooth structure', 'teeth bleaching services']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
