title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
The OHS Body of Knowledge,https://www.ohsbok.org.au/,,ohsbok,None,"['manager@ohsbok.orh.au', 'https://www.ohsbok.org.au/foreword-acknowledgments/']","['+61 4 11 193 370', 'https://www.ohsbok.org.au/development/']","['ohs risks', 'ohs bok chapter', 'ohs professionals', 'ohs management', 'ohs body', 'ohs practice', 'ohs professional', 'ohs professional practice', 'ohs knowledge', 'ohs decision']","[['Ivica Ninic ', 'Director_Forge Works'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Safety Champion Software | OHS Software | WHS Software,https://www.safetychampion.com.au/,Mayekawa Australia Pty Ltd. SPASA Victoria. Lubambe Copper Mine Limited. Kagome. kikki.K. Godfreys. Metrohm. T2. The Landscape Department. Ethnolink.,safetychampion,"['5 CUBITT STREET CREMORNE, VICTORIA, 3121 Australia', 'https://www.dnb.com/business-directory/company-profiles.craig_william_salter.123d174271fddef532c9618c6431456b.html']","['hello@safetychampion.com.au', 'https://www.safetychampion.com.au/partners/']","['1300 1 24267', 'https://www.safetychampion.com.au']","['safety management system safety', 'safety business', 'workplace safety', 'safety champion safety software', 'safety people', 'safety champion', 'safety work', 'safety management', 'safety management software', 'safety software']","[['\u200d  Craig Salter ', 'Director and Lead OHS Consultant ..._LinkedIn'], 'None']","[['Software'], 'https://www.crunchbase.com/organization/safety-champion']","['2015', 'https://www.crunchbase.com/organization/safety-champion']","['$105,072 USD', 'https://www.dnb.com/business-directory/company-profiles.craig_william_salter.123d174271fddef532c9618c6431456b.html']",None,"['Australia', 'https://opencorporates.com/companies/au/636966446']",None,"['Private', 'https://www.crunchbase.com/organization/safety-champion']",0.375,0.25,0.375,0.0,0.25
Hotfrog Australia,https://www.hotfrog.com.au/,Do business differently,hotfrog,"['L 5 SE 1 60 MACQUARIE ST PARRAMATTA, NEW SOUTH WALES, 2150 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_hot_frog_trust.b6fdaa0e2aa011bb3c1578eb5ccd8da3.html']",None,"['+61-449255962', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_hot_frog_trust.b6fdaa0e2aa011bb3c1578eb5ccd8da3.html']",None,"[['Paul Harvell ', 'General Manager_Hotfrog'], 'from linkedin search google']","['Services - professional, scientific, and technical, Mining, oil and gas', 'from_classification_model']",None,"['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_hot_frog_trust.b6fdaa0e2aa011bb3c1578eb5ccd8da3.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_hot_frog_trust.b6fdaa0e2aa011bb3c1578eb5ccd8da3.html']",0.0,0.0,0.0,0.0,0.0
RiskTeq,https://riskteq.com/,"RiskTeq covers all aspects of planning and managing risk  safety and compliance. This paperless  easy-to-use solution leaves a complete audit trail  and connects everyone involved in a particular project  especially between those in the field and those in the office._RiskTeq covers all aspects of planning and managing risk  safety and compliance. This paperless  easy-to-use solution leaves a complete audit trail  and connects everyone involved in a particular project  especially between those in the field and those in the office._Aged Care &
Disability Services
Build a quality and compliance focus into everyday activities. Put staff and residents first by effectively managing incidents  feedback and continuous improvement opportunities. Find Out More  
Education & Research
Bringing a people focus into your safety and risk planning is key to delivering good outcomes. Riskteq allows people doing the work to",riskteq,"['39 SANDY BAY RD HOBART, TASMANIA, 7000 Australia', 'https://www.dnb.com/business-directory/company-profiles.fieldteq_pty_ltd.46c632fe513bf3aa370b795c7baff89c.html']","['letstalk@riskteq.com', 'https://riskteq.com/']","['+61 3 62304833', 'https://riskteq.com/']","['riskteq riskteq', 'new whs systems', 'whs systems', 'whs information', 'distinct whs systems', 'riskteq web site', 'local software company riskteq', 'whs procedures', 'riskteq managing', 'hobart riskteq']","[['Chris Rasmussen', 'CEO'], 'https://au.linkedin.com/in/chris-rasmussen-4386102']","['IT - Software, Healthcare', 'from_classification_model']",None,"['$609,774 USD', 'https://www.dnb.com/business-directory/company-profiles.fieldteq_pty_ltd.46c632fe513bf3aa370b795c7baff89c.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.fieldteq_pty_ltd.46c632fe513bf3aa370b795c7baff89c.html']",0.0,0.25,0.75,0.0,0.25
Livewire Markets,https://www.livewiremarkets.com/,Livewire Markets brings together Australia's most relevant and informed finance news from leading fund managers and investment market professionals.,livewiremarkets,"['Level  18 , 56 Pitt Street, Sydney NSW 2000 Australia', 'https://www.livewiremarkets.com/wires/what-every-investor-fears-and-what-to-do-about-it']",None,None,"['market prices', 'important growth markets', 'us market', 'equity market prices', 'global stock markets', 'share markets', 'market risk', 'global markets', 'other share markets', 'investment markets']","[['Tais Fremder ', 'Partnerships Manager_Livewire ...'], 'from linkedin search google']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Welcome to Metagenics | Metagenics -,https://www.metagenics.com.au/,,metagenics,"['121-129 Crown St, Darlinghurst NSW 2010', ['The Compounding Pharmacy Australia, address', 'knowledge_panel']]",None,"['1800 777 648', 'https://www.metagenics.com.au/help']","['g oral powder', 'oral liquid', 'ml oral liquid', 'tablet', 'oral liquid r omega care', 'tablets videos metapure epa', 'tablets c calmx tropical flavour', 'ultra probioplex 150 g oral powder', 'g', 'bioavailable zinc tablets']","[['Paula Hann', 'Managing_Director'], 'https://au.linkedin.com/in/paula-hann-39b70a28']","['Healthcare, Manufacturing', 'from_classification_model']","['22 January 2008', 'https://opencorporates.com/companies/nz/2076695']","['$88.36 million USD', 'https://www.dnb.com/business-directory/company-profiles.metagenics_australia_pty_ltd.5d816e4adc48224176a370a2680591c3.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/2076695']",None,"['Proprietorship Parent', 'https://www.dnb.com/business-directory/company-profiles.metagenics_australia_pty_ltd.5d816e4adc48224176a370a2680591c3.html']",0.0,0.25,0.25,0.0,0.125
EducationHQ,https://educationhq.com/,Latest education news  jobs  resources  events  comment and analysis on primary and secondary schools  for principals  teachers and educators.,educationhq,"['61 3 9229 6200 459 Victoria Street,\xa0Brunswick West VIC 3055 Australia', 'https://educationhq.com/about/advertising/']","['michael.vella@lism.catholic.edu.au', 'https://educationhq.com/jobs/teacher-religious-education-yrs-7-12-81331/']","['+64 273124286', 'https://educationhq.com/jobs/behaviour-specialist-teaching-assistant-82723/']","['other schools', 'school account', 'school staff', 'school principals', 'school events', 'school leaders', 'australian schools', 'schools application', 'schools subscriptions', 'school information']","[[""Mark Grant's"", 'CEO'], 'https://educationhq.com/news/straight-from-the-aitsl-ceo-an-interview-with-mark-grant-75158/']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
Karl Hall,http://www.karlhallfitness.com/,,karlhallfitness,None,"['gottatrain@gmail.com', 'http://www.karlhallfitness.com/uncategorized/additionally-when-you-create-brand-reputation-it/']",None,"['custom essay', 'composing essays', 'medical essays', 'essay entry trials', 'line program composition', 'line europe purchase essay', 'line canada', 'line', 'personal schools', 'an extraordinary online essay writing support']",None,"['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
WHS/OHS Consultants Adelaide_ Test and Tag | WLSS Adelaide,https://wlss.com.au/,WHS/OHS Adelaide consultants help businesses of all shapes and sizes with simple  practical  compliant and low-cost solutions for their workplace.,wlss,None,"['info@wlss.com.au', 'https://wlss.com.au/']","['1800 658 084', 'https://wlss.com.au/halon-fire-exinguishers/']","['fire training safe work australia', 'workplace safety regulator', 'food businesses', 'business time', 'safe work australia', 'other businesses', 'workers', 'south australian businesses', 'national safe work month', 'nsw businesses']","[['Todd Miller ', 'Manager_ International Market ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Transport', 'from_classification_model']",None,"['$2.5B', 'None']","['$2.1M', 'None']",None,"['15,200', 'None']",None,0.0,0.25,0.0,0.0,0.0625
OHS Leaders Summit Australia,https://www.ohsleaders.com.au/,Australia's leading Health and Safety Event will be taking place for its 9th year in Brisbane 2021. Join over 150 of the countries' most senior safety executives over two days where you will have the opportunity to take part in over 40 presentations headed up by both local and international experts.,ohsleaders,None,None,None,None,"[['Matthew Browne', 'founder'], 'https://ohsleaders.com.au/']","['Transport, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Mattel_ Inc. | The Official Home of Mattel Toys and Brands,https://www.mattel.com/en-us,We empower the next generation to explore the wonder of childhood and reach their full potential.,mattel,"['Level 2, Geyser Building, 100 Parnell Road, Parnell, Auckland1052NZ', 'https://opencorporates.com/companies/nz/48328']","['service@americangirl.com', 'https://www.mattel.com/en-us/privacy-statement']",None,None,"[['Tim Nolan', 'Managing_Director'], 'https://au.linkedin.com/in/tim-nolan-947399ab']","['Arts, entertainment and recreation, Education', 'from_classification_model']","['21 August 1950', 'https://opencorporates.com/companies/nz/48328']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/48328']","['27,000', 'None']","['NZ Limited Company', 'https://opencorporates.com/companies/nz/48328']",0.0,0.0,0.375,0.0,0.09375
Headspace: Meditation and Sleep Made Simple,https://www.headspace.com/,Live a healthier  happier  more well-rested life in just a few minutes a day with the Headspace app.,headspace,"['Level 2/97 Church St, Camperdown NSW 2050', ['headspace Camperdown, address', 'knowledge_panel']]","['sos-keskus@mieli.fi', 'https://www.headspace.com/mental-health-resources']","['+649 2525 0112', 'https://www.headspace.com/mental-health-resources']","['curated headspace meditations', 'sleep maranasati meditation headspace', 'communication meditation compassion meditations', 'headspace hq food headspace', 'meditation headspace co-founder', 'mindfulness meditation', 'mobile mindfulness meditation', 'monkey mind meditation', 'sleep meditations', 'death meditation']","[['Ella Hewitt ', 'Vocational Services Manager_headspace ...'], 'from linkedin search google']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Naturae's Path,https://naturaespath.com/,,naturaespath,None,"['admin@naturaespath.com', 'https://naturaespath.com/staying-sharp-after-menopause/']",None,"['cardiovascular health health', 'sufficient vitamin d blood levels', 'red wine natural health', 'good health', 'health supplements', 'nervous system health', 'lower cholesterol levels', 'blood sugar levels', 'health benefits', 'brain health']",None,"['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Tap For Teacher,https://www.tapforteacher.com.au/,,tapforteacher,"['5/187 Rundle St, Adelaide SA 5000', ['Tap for Teacher, address', 'knowledge_panel']]",None,"['+61-882722999', 'https://www.dnb.com/business-directory/company-profiles.teachers_on_net_(australia)_pty_ltd.e49c48f91d6db0a07e40302de72ca6c4.html']",None,"[['Petrah Harslett', 'Managing_Director'], 'https://glamadelaide.com.au/just-tap-the-app-for-a-teacher/']","['Arts, entertainment and recreation, Utilities', 'from_classification_model']","[' 4 December 2018', 'https://opencorporates.com/companies/au/630397009']","['$2.57 million USD', 'https://www.dnb.com/business-directory/company-profiles.teachers_on_net_(australia)_pty_ltd.e49c48f91d6db0a07e40302de72ca6c4.html']",None,"['Australia', 'https://opencorporates.com/companies/au/630397009']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.teachers_on_net_(australia)_pty_ltd.e49c48f91d6db0a07e40302de72ca6c4.html']",0.0,0.0,0.75,0.0,0.1875
Startup Daily - News from the Australian and New Zealand ...,https://www.startupdaily.net/,Startup Daily has been inspiring  educating  and reporting on the Australian tech and startup community since 2012.,startupdaily.net,None,None,"['1300 224 636', 'https://www.startupdaily.net/2020/09/that-tiktok-video-its-time-social-media-stepped-up-to-collaborate-on-removing-harmful-content/']","['australian news media businesses', 'australian news businesses', 'platform businesses', 'big news businesses', 'australian businesses', 'more businesses', 'news media companies', 'australian small businesses', 'media businesses', 'business services']","[['Colette Grgic ', 'Head of Startup Ecosystem_ ANZ ..._LinkedIn'], 'from linkedin search google']","['Finance and insurance, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Twinkl,https://www.twinkl.com.au/,Australian Resources · EYLF$nbsp;. Topics All About Australia All About Me Arts and Crafts Fantasy and Adventure Festivals  Celebrations and Events Our ...,twinkl,"['1 UoW Innovation Campus Squires Way North Wollongong NSW 2500 Australia', 'https://www.twinkl.com.au/contact-us']","['twinklcares@twinkl.com.au', 'https://www.twinkl.com.au/contact-us']","['+612 8002 1801', 'https://www.twinkl.com.au/contact-us']",None,"[['Imogen Wood ', 'New Zealand Country Manager_Twinkl ...'], 'from linkedin search google']","['Publishing', 'https://app.avention.com/company/5903268b-03eb-3bf6-8fff-8465282efe67#report/company_summary']","['29 June 2006', 'https://opencorporates.com/companies/au/120450857']","['1.9M', 'https://app.avention.com/company/5903268b-03eb-3bf6-8fff-8465282efe67#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/120450857']","['6', 'https://app.avention.com/company/5903268b-03eb-3bf6-8fff-8465282efe67#report/company_summary']","['Private Independent', 'https://app.avention.com/company/5903268b-03eb-3bf6-8fff-8465282efe67#report/company_summary']",0.25,0.25,0.0,0.0,0.125
Arts Online - TKI,https://artsonline.tki.org.nz/,,artsonline.tki,"['PO Box 1666 Wellington Central Wellington 6011', 'https://artsonline.tki.org.nz/About-this-site/Contact-us']","['aucktet@gmail.com', 'https://artsonline.tki.org.nz/News-and-events/Events']","['+611040000002', 'https://artsonline.tki.org.nz/content/download/10860/68730/version/1/file/dance_vocabulary_cards.rtf']","['\\ltrch\\fcs0 \\f35\\fs28\\insrsid10562189\\charrsid15684693 students', '\\ltrch\\fcs0 \\f35\\fs24\\insrsid13452227\\charrsid2826334 dance music', '\\ltrch\\fcs0 \\b\\f35\\fs24\\insrsid13452227\\charrsid2826334 programme music', '\\ltrch\\fcs0 \\f35\\fs24\\insrsid13452227\\charrsid2826334 music', 'new zealand students', '\\ltrch\\fcs0 \\f35\\fs24\\insrsid13452227\\charrsid2826334', '\\ltrch\\fcs0 \\fi-360\\li1440\\jclisttab\\tx1440\\lin1440', '\\ltrch\\fcs0 \\fs24\\lang1033\\langfe1033\\cgrid\\langnp1033\\langfenp1033', '\\ltrch\\fcs0 \\fi-360\\li3600\\jclisttab\\tx3600\\lin3600', '\\ltrch\\fcs0 \\fi-360\\li2880\\jclisttab\\tx2880\\lin2880']",None,"['Education, IT - Software', 'from_classification_model']",None,"['$838,000 USD', 'https://www.dnb.com/business-directory/company-profiles.hts_sound__visual_arts_production_pty_ltd.70cf0949a0cae295aeff501cc2f44f0e.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.hts_sound__visual_arts_production_pty_ltd.70cf0949a0cae295aeff501cc2f44f0e.html']",0.25,0.25,0.0,0.0,0.125
CMS Transport Systems: Transport Software | Freight2020,https://transportsystems.com.au/,The leading transport software solution in Australia  the Freight2020 transport management system is developed and supported by CMS Transport Systems.,transportsystems,"['Level  7 , 5 Queens Rd Melbourne 3004 Victoria Australia', 'https://transportsystems.com.au']","['info@transportsystems.com.au', 'https://transportsystems.com.au/terms-of-use/']","['+61 3 9699 7988', 'https://transportsystems.com.au']","['freight2020 payroll freight2020', 'freight2020 transport management solutions', 'freight2020 freight2020 user case studies', 'cms freight2020 customers', 'freight2020 transport software', 'freight2020 systems', 'freight2020 system development', 'new freight2020 users', 'freight2020 use', 'freight2020 users']",None,"['Manufacturing, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Health Safety Consultants,https://www.healthsafetyconsultants.com.au/,Specialist WHS Consultants in health & safety. Call 02 8786 1808. We service Sydney  Woolongong  Newcastle  Canberra  NSW and ACT_Safety & Environmental Services Australia,healthsafetyconsultants,"['02 8786 1808 Address: 14 Rene Place, Cecil Hills, NSW 2171', 'https://www.healthsafetyconsultants.com.au/']","['enquiries@healthsafetyconsultants.com.au', 'https://www.healthsafetyconsultants.com.au/']","['+612 8786 1808', 'https://www.healthsafetyconsultants.com.au/']","['asbestos work', 'asbestos removal work', 'asbestos exposure air monitoring', 'asbestos consultants', 'expert level whs inspections', 'asbestos air monitoring ashrae', 'hazardous materials certified occupational hygienists', 'asbestos clearance', 'hazardous noise levels', 'senior whs consultants occupational hygienist asbestos asbestos identification']","[['Mark Howe', 'Managing_Director'], 'https://www.howsafe.com.au/about/']","['Services - professional, scientific, and technical, Healthcare', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
EdEVENTS – Events for Educators,https://edevents.com.au/,Events for Educators,edevents,"['14 Darling Dr   Sydney , NSW 2000 Australia', 'https://edevents.com.au/event/edutech-international-congress-expo-2020-australia/']","['20177-1596137400-1596141000@edevents.com.au', 'https://edevents.com.au/event/wellbeing-for-music-teachers/?ical=1']","['1300 789 422', 'https://edevents.com.au/event/making-it-to-the-end-of-the-year-without-burning-out/']","['new teachers', 'other teachers', 'many teachers', 'more teachers', 'great teachers', 'other students', 'relief teachers', 'many students', 'supporting teachers', 'australian teachers']","[['Allan Clark ', 'Territorial Secretary for Business ..._LinkedIn'], 'from linkedin search google']","['Education, IT - Software', 'from_classification_model']","['29 January 2020', 'https://opencorporates.com/companies/au/638771383']",None,None,"['Australia', 'https://opencorporates.com/companies/au/638771383']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/638771383']",0.25,0.25,0.0,0.0,0.125
Welcome to SBC IT,https://www.sbcit.com.au/,,sbcit,"[""Level  13 6 O'Connell Street Sydney NSW 2000 AUSTRALIA"", 'https://www.sbcit.com.au/contactus.asp']","['recruitment@sbcit.com.au', 'https://www.sbcit.com.au/sbc_careers.asp']","['1300 798 634', 'https://www.sbcit.com.au/contactus.asp']","['sbc system', 'sbc software solutions', 'sbc', 'sbc systems', 'sbc loris', 'sbc sims', 'sbc elodgments system', 'sbc comcare', 'module sbc', 'sbc hosted solutions']","[['Elise STEVENS', ' director'], 'https://opencorporates.com/companies/nz/1683292']","['IT - Software, Construction', 'from_classification_model']","[' 1 September 2005', 'https://opencorporates.com/companies/nz/1683292']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1683292']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1683292']",0.625,0.25,0.0,0.0,0.21875
ECU Library Guides - LibGuides,https://ecu.au.libguides.com/,Welcome to the ECU Library Guides Research assistance and useful resources in a guide  compiled by your librarians. Know what we know - find it in the Library Guides!,ecu.au.libguides,"['LAURISTON GIRLS SCHOOL 38 HUNTINGTOWER ROAD ARMADALE, VICTORIA, 3143 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_lauriston_foundation_inc_library_fund.1331418ecd2ad119c3829443d9ec70ed.html']",None,"['+61-398647555', 'https://www.dnb.com/business-directory/company-profiles.the_lauriston_foundation_inc_library_fund.1331418ecd2ad119c3829443d9ec70ed.html']",None,"[['JOHN MORRISON', 'President'], 'https://www.dnb.com/business-directory/company-profiles.the_lauriston_foundation_inc_library_fund.1331418ecd2ad119c3829443d9ec70ed.html']","['Agriculture, Arts, entertainment and recreation', 'from_classification_model']",None,"['$1.03 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_lauriston_foundation_inc_library_fund.1331418ecd2ad119c3829443d9ec70ed.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_lauriston_foundation_inc_library_fund.1331418ecd2ad119c3829443d9ec70ed.html']",0.0,0.0,0.0,0.0,0.0
Tomorrow's Schools Today - News_ Competitions_ Educational ...,https://www.tstnz.com/,Tomorrow's Schools Today or TSTNZ. News on education  lifestyle magazine  competitions and resources for NZ Principals  Teachers  School Managers.,tstnz,"['44 .85  141 Pascoe St Annesbrook, Nelson New Zealand', 'https://www.copypress.co.nz/shop/']","['jim@kahuna.net.nz', 'https://www.tstnz.com/Relief-Teachers-register/']","['+64 9 427 0044', 'https://www.tstnz.com/category/uncategorized/']","['new zealand schools', 'primary school years', 'school groups', 'high school students', 'new holland publishers new zealand', 'new zealand', 'new zealand companies', 'new zealand history', 'new zealand women', 'new zealand wide service']","[['David Ian SMITH', ' director'], 'https://opencorporates.com/companies/nz/2119507']","['Healthcare, Education', 'from_classification_model']","['17 April 2008', 'https://opencorporates.com/companies/nz/2119507']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/2119507']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/2119507']",0.25,0.25,0.0,0.0,0.125
Lucidity Software | Australia,https://www.luciditysoftware.com.au/,Lucidity Software is an Australian owned and developed suite of safety management software tools designed to help you make better business decisions.,luciditysoftware,"['34 Fennell Street Port Melbourne VIC 3207', 'https://www.luciditysoftware.com.au/contact-lucidity-software']","['info@luciditysoftware.com.au', 'https://www.luciditysoftware.com.au/contact-lucidity-software']","['+61 3 9686 3481', 'https://www.luciditysoftware.com.au/contact-lucidity-software']","['lucidity inform uses lucidity intranet', 'lucidity incident management software', 'lucidity risk', 'lucidity incident management software categorisations', 'lucidity data', 'site access management', 'lucidity software users', 'business management', 'lucidity', 'risk lucidity']",None,"['IT - Software, Mining, oil and gas', 'from_classification_model']",None,"['$749,859 USD', 'https://www.dnb.com/business-directory/company-profiles.cruse__associates_pty_ltd.9bad90b3fc363344f5c5dbcc637a9025.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.cruse__associates_pty_ltd.9bad90b3fc363344f5c5dbcc637a9025.html']",1.0,0.25,0.0,0.0,0.3125
Vault | Workforce Performance & Protection Technology,https://www.vaultintel.com/,Vault technology enables businesses to efficiently manage  locate  connect  communicate and protect their workers while driving workforce performance.,vaultintel,"['Level  1 , 106 Wrights Road Christchurch, 8024 New Zealand', 'https://www.vaultintel.com/legal/privacy-policy']","['info@vaultintel.com', 'https://www.crunchbase.com/organization/vault-intelligence']","['1300 723 240', 'https://www.crunchbase.com/organization/vault-intelligence']","['vault services', 'vault solo', 'vault solo workers', 'vault service', 'vault customers', 'vault partner', 'vault solo user agreement level', 'such vault content', 'vault enterprise', 'vault products']","['David Moylan', 'founder(s)', 'https://www.crunchbase.com/organization/vault-intelligence']","[['CommunitiesEnterprise SoftwareSalesSoftware'], 'https://www.crunchbase.com/organization/vault-intelligence']","['Jan 1, 2006', 'https://www.crunchbase.com/organization/vault-intelligence']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/vault-intelligence']",None,"['Public', 'https://www.crunchbase.com/organization/vault-intelligence']",0.25,0.75,0.75,0.0,0.4375
iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice ...,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
| Australian Strategic Policy Institute | ASPI,https://www.aspi.org.au/,,aspi,"['41 John Rymer Place, Kohimarama, Auckland1071NZ', 'https://opencorporates.com/companies/nz/20927']",None,"['+61 (2) 6270-5100', 'https://www.aspi.org.au/report/critical-technologies-and-indo-pacific-new-india-australia-partnership']","['chinese security agencies', 'national security systems', 'information security policy', 'information security management systems', 'china china electronics technology group corporation', 'security capability', 'political security efforts', 'national security risks', 'national security community', 'national security efforts']","[['WAYNE RAYMOND FLETCHER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.aspi_limited.34c2c8a6d3cf098f644b022a3d9211e0.html']","['Utilities, IT - Software', 'from_classification_model']","[' 7 May 1968', 'https://opencorporates.com/companies/nz/20927']","['$14.99 million USD', 'https://www.dnb.com/business-directory/company-profiles.aspi_limited.34c2c8a6d3cf098f644b022a3d9211e0.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/20927']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.aspi_limited.34c2c8a6d3cf098f644b022a3d9211e0.html']",0.375,0.25,0.0,0.0,0.15625
QHSE Integrated Solutions - Occupational Health and Safety ...,https://qhse.com.au/,QHSE is an Australian owned company specialising in software solutions for the management of Quality  Health  Safety & Environment.,qhse,"['NORWOOD5067South AustraliaAustralia', 'https://opencorporates.com/companies/au/630930700']","['info@qhse.com.au', 'https://qhse.com.au/']","['+61 (08) 8361 7100', 'https://qhse.com.au/']","['quality manager skytrust', 'integrated management systems', 'skytrust', 'statutory standards skytrust', 'info@qhse.com.au skytrust', 'asset management', 'training management qhse', 'task management', 'project management', 'integrated solutions pty ltd view']","[['Corey Burford', 'founder'], 'https://skytrust.com.au/about-us/']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']","['10 January 2019', 'https://opencorporates.com/companies/au/630930700']",None,None,"['Australia', 'https://opencorporates.com/companies/au/630930700']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/630930700']",0.0,0.25,0.0,0.0,0.0625
Assure Programs - Employee Assistance Programs ...,https://assureprograms.com.au/,Assure is one of Australia’s leading mental health organisations and is the only national EAP provider that exclusively uses registered psychologists._Assure is one of Australia’s leading mental health organisations,assureprograms,"['Level  21 /324 Queen St Brisbane City QLD 4000 Australia', 'https://assureprograms.com.au/contact/']","['info@assureprograms.com.au', 'https://assureprograms.com.au/contact/']","['+61 8 9388 1645', 'https://assureprograms.com.au/contact/']","['leading mental health organisations', 'psychological health services', 'assure programs', 'mental health support', 'positive mental health', 'employee assistance programs', 'assure programs nutrition', 'websites assure programs', 'employee psychological wellbeing', 'mental health challenges']","[['Chris Smedley', 'CEO'], 'https://www.areteexecutive.com.au/chris-smedley-interview-from-mcdonalds-to-mental-health-becoming-a-ceo/']","['Healthcare, Transport', 'from_classification_model']",None,"['$115,825 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_davis_family_trust.5353a405b4eaf3fcc4a633eabca4672e.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_the_davis_family_trust.5353a405b4eaf3fcc4a633eabca4672e.html']",0.625,0.25,0.0,0.0,0.21875
SignOnSite - the construction safety system for everyone on site,https://www.signonsite.com.au/en-au/,,signonsite,"['Level  5 , 1 Moore St Canberra, ACT 2601 Australia', 'https://www.signonsite.com.au/blog']","['privacy@signonsite.com.au', 'https://www.signonsite.com.au/en-au/privacy']","['+61 1800 744 666', 'https://www.signonsite.com.au/blog']","['site workers', 'sites', 'critical site information', 'site inductions', 'site attendance', 'site compliance', 'site contacts', 'site communications', 'site attendees', 'other site access systems']","[['Mitchell Harmer - Co', 'CEO'], 'https://au.linkedin.com/in/mitchellharmer']","['IT - Software, Education', 'from_classification_model']",None,"['$703,078 USD', 'https://www.dnb.com/business-directory/company-profiles.signonsite_pty_ltd.b8afa23a595767cce9e0777dabd46dd7.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.signonsite_pty_ltd.b8afa23a595767cce9e0777dabd46dd7.html']",0.625,0.25,0.75,0.0,0.40625
